% File: interest_2-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'advocated raising', 'rates japan', 'VBN VBG', 'NNS NP', 'money paid for the use of money'
'strategy domestic', 'rates country', 'NN JJ', 'NNS NN', 'money paid for the use of money'
'1X6 billion', 'payment international', 'AB AB', 'NN JJ', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'pursue business', '', 'VB NN', '', 'activity, etc. that one gives attention to'
'pursue business', '', 'VB NN', '', 'activity, etc. that one gives attention to'
'terrible conflict', 'among investors', 'JJ NN', 'IN NNS', 'advantage, advancement or favor'
'', 'rising fast', '', 'VBG RB', 'readiness to give attention'
'aside buying', 'single-country stock', 'RB VBG', 'JJ NN', 'readiness to give attention'
'5 %', 'placing remaining', 'AB NN', 'VBG VBG', 'a share in a company or business'
'pay higher', 'rates big', 'VB JJR', 'NNS JJ', 'money paid for the use of money'
'spurred rush', 'advertisers publishers', 'VBN NN', 'NNS NNS', 'readiness to give attention'
'needs drive', 'rates', 'NNS VB', 'NNS', 'money paid for the use of money'
'long current', 'term bonds', 'JJ JJ', 'NN NNS', 'money paid for the use of money'
'consider raising', 'rates way', 'VB VBG', 'NNS NN', 'money paid for the use of money'
'notes drew', 'diverse set', 'NNS VBD', 'JJ NN', 'readiness to give attention'
'concerns uXkX', 'rate increases', 'NNS NP', 'NN NNS', 'money paid for the use of money'
'fears rising', 'rates', 'NNS VBG', 'NNS', 'money paid for the use of money'
'whether current', 'rates consistent', 'IN JJ', 'NNS JJ', 'money paid for the use of money'
'banks X', 'margins', 'NNS POS', 'NNS', 'money paid for the use of money'
'priority lowering', 'rates drawn', 'NN VBG', 'NNS VBN', 'money paid for the use of money'
'exploit local', 'reach beyond', 'VB JJ', 'VB IN', 'advantage, advancement or favor'
'many economic', 'driving mrX', 'DT JJ', 'VBG NP', 'activity, etc. that one gives attention to'
'51 %', 'three independent', 'AB NN', 'AB JJ', 'a share in a company or business'
'paper retailing', 'including saks', 'NN NN', 'VBG NP', 'a share in a company or business'
'short', 'rose 2X7', 'JJ', 'VBD AB', 'a share in a company or business'
'reinforcing belief', 'rates remain', 'VBG NN', 'NNS VB', 'money paid for the use of money'
'43X7 %', 'lead-zinc producer', 'AB NN', 'JJ NN', 'a share in a company or business'
'incX controlling', 'gold-mining operations', 'NP VBG', 'JJ NNS', 'a share in a company or business'
'group incX', 'franklin resources', 'NP NP', 'NP NPS', 'a share in a company or business'
'50 %', 'puna geothermal', 'AB NN', 'NP NP', 'a share in a company or business'
'students X', '', 'NNS POS', '', 'readiness to give attention'
'% limited-partner', 'kaneb pipe', 'NN JJ', 'NP NP', 'a share in a company or business'
'gas pipeline', '', 'NN NN', '', 'a share in a company or business'
'government Xs', 'protected public', 'NN POS', 'VBN JJ', 'advantage, advancement or favor'
'holding company', 'broadcasting banking', 'VBG NN', 'NN NN', 'a share in a company or business'
'raise key', 'rates', 'VB JJ', 'NNS', 'money paid for the use of money'
'higher domestic', 'rates usually', 'JJR JJ', 'NNS RB', 'money paid for the use of money'
'open realignment', 'rates traders', 'JJ NN', 'NNS NNS', 'money paid for the use of money'
'par every', 'payment date', 'NN DT', 'NN NN', 'money paid for the use of money'
'also disclosed', 'selling caldor', 'RB VBN', 'VBG NP', 'readiness to give attention'
'uXkX retailing', 'existing shareholders', 'NP VBG', 'VBG NNS', 'a share in a company or business'
'limited partner', 'kaneb pipe', 'VBD NN', 'NP NP', 'a share in a company or business'
'short', 'large small', 'JJ', 'JJ JJ', 'a share in a company or business'
'otc short', 'posted last', 'NP JJ', 'VBD JJ', 'a share in a company or business'
'short', 'rose 1', 'JJ', 'VBD AB', 'a share in a company or business'
'otc short', 'latest month', 'NP JJ', 'JJS NN', 'a share in a company or business'
'decline short', 'new york', 'NN JJ', 'NP NP', 'a share in a company or business'
'issues short', 'acclaim entertainment', 'NNS JJ', 'NP NP', 'a share in a company or business'
'short', 'first executive', 'JJ', 'NP NP', 'a share in a company or business'
'saw short', 'jump 77', 'VBD JJ', 'NN AB', 'a share in a company or business'
'short', 'novell jaguar', 'JJ', 'NP NP', 'a share in a company or business'
'short', 'number shares', 'JJ', 'NN NNS', 'a share in a company or business'
'surge short', 'indicates speculation', 'NN JJ', 'VBZ NN', 'a share in a company or business'
'base short', 'healthy shares', 'NN JJ', 'JJ NNS', 'a share in a company or business'
'compiles short', 'data two', 'VBZ JJ', 'NNS AB', 'a share in a company or business'
'15 short', '2,391 national', 'AB JJ', 'AB NP', 'a share in a company or business'
'system short', 'totaled nearly', 'NP JJ', 'VBD RB', 'a share in a company or business'
'issues short', 'position least', 'NNS JJ', 'NN JJS', 'a share in a company or business'
'said immediate', 'buying foreign', 'VBD JJ', 'VBG JJ', 'readiness to give attention'
'installations conflict', 'audit work', 'NNS NN', 'NN NN', 'advantage, advancement or favor'
'nXt', 'acquiring phone', 'RB', 'VBG NN', 'readiness to give attention'
'', 'rates full', '', 'NNS JJ', 'money paid for the use of money'
'average', 'rate 30-year', 'JJ', 'NN JJ', 'money paid for the use of money'
'', 'rates general', '', 'NNS JJ', 'money paid for the use of money'
'dollars month', 'rates climbed', 'NNS NN', 'NNS VBD', 'money paid for the use of money'
'lawyers represent', 'face additional', 'NNS VB', 'VBP JJ', 'advantage, advancement or favor'
'going happen', 'rates', 'VBG VB', 'NNS', 'money paid for the use of money'
'economy keep', 'rates falling', 'NN VB', 'NNS VBG', 'money paid for the use of money'
'deal later', 'rates fall', 'NN RB', 'NNS VBP', 'money paid for the use of money'
'significantly less', 'fixed rate', 'RB JJR', 'VBN NN', 'money paid for the use of money'
'comes think', 'rates headed', 'VBZ VBP', 'NNS VBN', 'money paid for the use of money'
'% equity', 'block 21024a', 'NN NN', 'NP NP', 'a share in a company or business'
'X base', 'rates remain', 'POS NN', 'NNS VB', 'money paid for the use of money'
'government raised', 'rates 10', 'NN VBN', 'NNS AB', 'money paid for the use of money'
'lawson reiterated', 'rates remain', 'NP VBD', 'NNS VB', 'money paid for the use of money'
'government raise', 'rates', 'NN VB', 'NNS', 'money paid for the use of money'
'particularly higher', 'rates raise', 'RB JJR', 'NNS VB', 'money paid for the use of money'
'respond high', 'rates', 'VB JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates certain', 'VBN', 'NNS JJ', 'money paid for the use of money'
'received promised', 'payments', 'VBD VBN', 'NNS', 'money paid for the use of money'
'exchange', 'smallest loan', 'NN', 'JJS NN', 'money paid for the use of money'
'cellular telephone', 'bellsouth', 'JJ NN', 'NP', 'a share in a company or business'
'magistrate Xs', 'understandable', 'NN POS', 'JJ', 'readiness to give attention'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'connX concern', 'many businesses', 'NP NN', 'JJ NNS', 'a share in a company or business'
'carrying lower', 'rate ranking', 'VBG JJR', 'NN VBG', 'money paid for the use of money'
'senior debt', 'currently payable', 'JJ NN', 'RB JJ', 'money paid for the use of money'
'securities pay', 'form additional', 'NNS VBP', 'NN JJ', 'money paid for the use of money'
'reserve allow', 'rates fall', 'NP VB', 'NNS VB', 'money paid for the use of money'
'tolerate rise', 'rates', 'VB NN', 'NNS', 'money paid for the use of money'
'market higher', 'rates seem', 'NN JJR', 'NNS VBP', 'money paid for the use of money'
'catch overdue', 'payments bankers', 'VB JJ', 'NNS NNS', 'money paid for the use of money'
'million behind', 'payments commercial-bank', 'AB IN', 'NNS JJ', 'money paid for the use of money'
'reducing debt', 'according bankers', 'VBG NN', 'VBG NNS', 'money paid for the use of money'
'foreign-bank debt', 'payments', 'JJ NN', 'NNS', 'money paid for the use of money'
'publisher special', 'magazines', 'NN JJ', 'NNS', 'activity, etc. that one gives attention to'
'firms X', 'europe generated', 'NNS POS', 'NP VBN', 'readiness to give attention'
'Xs long-term', 'china', 'POS JJ', 'NP', 'advantage, advancement or favor'
'Xs conflict', 'never disclosed', 'POS NN', 'RB VBN', 'advantage, advancement or favor'
'oryx sold', '107 oil', 'NP VBD', 'AB NN', 'a share in a company or business'
'trading euroyen', 'rate futures', 'VBG NP', 'NN NNS', 'money paid for the use of money'
'bidders expressed', 'buying delaware', 'NNS VBD', 'VBG NP', 'readiness to give attention'
'wertheim schroder', '', 'NP NP', '', 'a share in a company or business'
'short-term domestic', 'rates higher', 'JJ JJ', 'NNS JJR', 'money paid for the use of money'
'fluctuations higher', 'rates traders', 'NNS JJR', 'NNS NNS', 'money paid for the use of money'
'receive buying', 'following friday', 'VB NN', 'VBG NP', 'readiness to give attention'
'declined lack', 'fresh positions', 'VBD NN', 'JJ NNS', 'readiness to give attention'
'continued lively', 'foreign investors', 'VBD JJ', 'JJ NNS', 'readiness to give attention'
'apparent reprieve', 'rate speculation', 'JJ NN', 'NN NN', 'money paid for the use of money'
'paris', 'rate concerns', 'NP', 'NN NNS', 'money paid for the use of money'
'higher european', 'rates near', 'JJR JJ', 'NNS JJ', 'money paid for the use of money'
'company certain', '', 'NN JJ', '', 'a share in a company or business'
'payments minority', 'jumped 1X729', 'NNS NN', 'VBD AB', 'a share in a company or business'
'% voting', 'united $', 'NN NN', 'NP NN', 'a share in a company or business'
'washington', 'building capitol', 'NP', 'VBG NP', 'readiness to give attention'
'care public', 'served sentence', 'NN JJ', 'VBN NN', 'advantage, advancement or favor'
'bank raise', 'rates', 'NN VB', 'NNS', 'money paid for the use of money'
'uXsX inflation-adjusted', 'rates high', 'NP JJ', 'NNS JJ', 'money paid for the use of money'
'dollar lowering', 'rates clearly', 'NN VBG', 'NNS RB', 'money paid for the use of money'
'raise domestic', 'rates uXsX', 'VB JJ', 'NNS NP', 'money paid for the use of money'
'60 %', 'cit group', 'AB NN', 'NP NP', 'a share in a company or business'
'beyond snack-food', '', 'IN NN', '', 'a share in a company or business'
'growing', 'among precious', 'VBG', 'IN JJ', 'readiness to give attention'
'35 %', 'bought publicly', 'AB NN', 'VBD RB', 'a share in a company or business'
'% quadrum', 'financial services', 'NN NP', 'JJ NNS', 'a share in a company or business'
'swap markets', 'rates currencies', 'NN NNS', 'NNS NNS', 'money paid for the use of money'
'foreign buying', '', 'JJ NN', '', 'readiness to give attention'
'seen emerging', 'two-year four-year', 'VBN VBG', 'JJ JJ', 'readiness to give attention'
'show strong', 'two-year notes', 'VB JJ', 'JJ NNS', 'readiness to give attention'
'saw lot', 'lomas paper', 'VBD NN', 'NP NN', 'readiness to give attention'
'bank raise', 'rates sometime', 'NN VB', 'NNS RB', 'money paid for the use of money'
'companies expressed', 'buying unit', 'NNS VBN', 'VBG NN', 'readiness to give attention'
'oakes said', 'insurers showed', 'NP VBD', 'NNS VBN', 'readiness to give attention'
'actively maintain', '- 160', 'RB VBP', '? AB', 'a share in a company or business'
'beautiful love', 'drX kulani', 'JJ NN', 'NP NP', 'activity, etc. that one gives attention to'
'individual abilities', 'aspiring poet', 'JJ NNS', 'JJ NN', 'activity, etc. that one gives attention to'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'outlays except', 'payments climbed', 'NNS IN', 'NNS VBD', 'money paid for the use of money'
'unable meet', 'payments $', 'JJ VB', 'NNS NN', 'money paid for the use of money'
'north american', 'unilateralist tendencies', 'JJ JJ', 'JJ NNS', 'advantage, advancement or favor'
'manufacturing marketing', '', 'NN NN', '', 'a share in a company or business'
'fed bring', 'rates little', 'NP VB', 'NNS JJ', 'money paid for the use of money'
'primarily high', 'rates reduced', 'RB JJ', 'NNS JJ', 'money paid for the use of money'
'earning healthy', 'rate campeau-related', 'VBG JJ', 'NN JJ', 'money paid for the use of money'
'rumors possible', 'jaguar', 'NNS JJ', 'NP', 'readiness to give attention'
'Xs social', 'stop shifting', 'VBZ JJ', 'VB VBG', 'advantage, advancement or favor'
'5 %', 'rate bonds', 'AB NN', 'NN NNS', 'money paid for the use of money'
'Xs best', '', 'POS JJS', '', 'advantage, advancement or favor'
'peru resume', 'payments $', 'NP VB', 'NNS NN', 'money paid for the use of money'
'representation local', 'congress political', 'NN JJ', 'NP JJ', 'advantage, advancement or favor'
'say local', 'receive hearing', 'VB JJ', 'VBP NN', 'advantage, advancement or favor'
'longer financial', 'agency far', 'RB JJ', 'NN RB', 'a share in a company or business'
'either below-market', 'rate discount', 'CC JJ', 'NN NN', 'money paid for the use of money'
'reduce high', 'rates pay', 'VB JJ', 'NNS VB', 'money paid for the use of money'
'nonetheless', 'rates remain', 'RB', 'NNS VBP', 'money paid for the use of money'
'years without', '', 'NNS IN', '', 'money paid for the use of money'
'agreement acquire', 'cooker participate', 'NN VB', 'NP VB', 'a share in a company or business'
'fund attracted', 'japanese', 'NP VBN', 'NPS', 'readiness to give attention'
'also sparked', 'big board', 'RB VBN', 'NP NP', 'readiness to give attention'
'15 %', 'sybase incX', 'AB NN', 'NP NP', 'a share in a company or business'
'acquired minority', 'another closely', 'VBD NN', 'DT RB', 'a share in a company or business'
'nXt fired', 'payments nXt', 'RB VBN', 'NNS RB', 'money paid for the use of money'
'quick cut', 'rates summer', 'JJ VB', 'NNS NN', 'money paid for the use of money'
'bring higher', 'rates likely', 'VB JJR', 'NNS JJ', 'money paid for the use of money'
'shareholders X', 'new rights', 'NNS POS', 'JJ NNS', 'advantage, advancement or favor'
'principally compounding', 'divestiture non-banking', 'RB NN', 'NN JJ', 'money paid for the use of money'
'small increases', 'rates', 'JJ NNS', 'NNS', 'money paid for the use of money'
'video-distribution film', 'netherlands luxembourg', 'NN NN', 'NP NP', 'a share in a company or business'
'accrued unpaid', 'redemption date', 'JJ JJ', 'NN NN', 'money paid for the use of money'
'speculation widespread', 'rates drop', 'NN JJ', 'NNS VB', 'money paid for the use of money'
'expect lower', 'rates fall', 'VBP JJR', 'NNS NN', 'money paid for the use of money'
'high uXsX', 'rates keeping', 'JJ NP', 'NNS VBG', 'money paid for the use of money'
'predicting lower', 'rates next', 'VBG JJR', 'NNS JJ', 'money paid for the use of money'
'expect lower', 'rates money-supply', 'VBP JJR', 'NNS JJ', 'money paid for the use of money'
'inflation drive', 'rates', 'NN VB', 'NNS', 'money paid for the use of money'
'traders fear', 'rates nowhere', 'NNS VBP', 'NNS RB', 'money paid for the use of money'
'contrarians right', 'rates soon', 'NNS JJ', 'NNS RB', 'money paid for the use of money'
'Xre appreciative', 'shown', 'VBP JJ', 'VBN', 'readiness to give attention'
'shareholder employee', '', 'NN NN', '', 'advantage, advancement or favor'
'failed pay', 'due septX', 'VBD VB', 'JJ NP', 'money paid for the use of money'
'treated pooling', 'combines income', 'VBN NN', 'VBZ NN', 'a share in a company or business'
'acquire controlling', 'implement reorganization', 'VB JJ', 'VB NN', 'a share in a company or business'
'exhibited exceptional', 'helping shareholders', 'VBD JJ', 'VBG NNS', 'readiness to give attention'
'inflation lowered', 'rates', 'NN VBD', 'NNS', 'money paid for the use of money'
'inflation lowered', 'rates', 'NN VBD', 'NNS', 'money paid for the use of money'
'reserve cut', 'rates reduce', 'NP VB', 'NNS VB', 'money paid for the use of money'
'absence', 'rate changes', 'NN', 'NN NNS', 'money paid for the use of money'
'resigned pursue', '', 'VBD VB', '', 'activity, etc. that one gives attention to'
'shares beneficial', 'via prudential-bache', 'NNS JJ', 'IN NP', 'a share in a company or business'
'limited partnership', 'via goldman', 'NP NP', 'IN NP', 'a share in a company or business'
'% voting', 'united equity', 'NN JJ', 'NP NN', 'a share in a company or business'
'17X33 billion', 'last month', 'AB AB', 'JJ NN', 'money paid for the use of money'
'sold half', 'mitsubishi motors', 'VBD NN', 'NP NPS', 'a share in a company or business'
'legal fees', 'judgment', 'JJ NNS', 'NN', 'money paid for the use of money'
'45 %', 'korea industrial', 'AB NN', 'NP NP', 'a share in a company or business'
'buyer equity', 'acquired', 'NN NN', 'VBD', 'a share in a company or business'
'investor', 'summit technology', 'NN', 'NP NP', 'readiness to give attention'
'gm raised', 'rates cut-rate', 'NP VBN', 'NNS JJ', 'money paid for the use of money'
'investor', 'mainly targeted', 'NN', 'RB VBN', 'readiness to give attention'
'directions domestic', 'rates institutional', 'NNS JJ', 'NNS JJ', 'money paid for the use of money'
'- keeping', 'rates high', '? VBG', 'NNS JJ', 'money paid for the use of money'
'essential national', 'concentrating making', 'JJ JJ', 'VBG VBG', 'advantage, advancement or favor'
'long entrenched', '- something', 'RB VBN', '? NN', 'advantage, advancement or favor'
'west german', 'rates said', 'JJ JJ', 'NNS VBD', 'money paid for the use of money'
'forcing market', 'rates summer', 'VBG NN', 'NNS NN', 'money paid for the use of money'
'west german', 'rates still', 'JJ JJ', 'NNS RB', 'money paid for the use of money'
'west purchased', 'uXkX cable', 'NP VBD', 'NP NN', 'a share in a company or business'
'interpreted lack', 'international markets', 'VBN NN', 'JJ NNS', 'readiness to give attention'
'Xd protect', '', 'MD VB', '', 'advantage, advancement or favor'
'payments minority', 'rose 15', 'NNS NN', 'VBD AB', 'a share in a company or business'
'move let', 'rates fall', 'NN VB', 'NNS VB', 'money paid for the use of money'
'steadily pushed', 'rates curb', 'RB VBD', 'NNS VB', 'money paid for the use of money'
'payments minority', 'nearly tripled', 'NNS NN', 'RB VBD', 'a share in a company or business'
'ratings look', 'rate unsound', 'NNS NN', 'NN JJ', 'money paid for the use of money'
'', 'rates fluctuate', '', 'NNS VB', 'money paid for the use of money'
'pay principal', 'never went', 'VB NN', 'RB VBD', 'money paid for the use of money'
'director concern', 'engineering financial', 'NN NN', 'NN JJ', 'a share in a company or business'
'said -', 'done', 'VBD ?', 'VBN', 'advantage, advancement or favor'
'holding company', 'coating products', 'VBG NN', 'NN NNS', 'a share in a company or business'
'continued generate', '', 'VBN VB', '', 'readiness to give attention'
'said retail', 'bonds dried', 'VBD JJ', 'NNS VBN', 'readiness to give attention'
'determined best', 'shareholders employees', 'VBN JJS', 'NNS NNS', 'advantage, advancement or favor'
'position rising', 'rates 1987', 'NN VBG', 'NNS AB', 'money paid for the use of money'
'general signal', 'process control', 'NP NP', 'NN NN', 'a share in a company or business'
'multinational giant', 'including communications', 'JJ NN', 'VBG NNS', 'a share in a company or business'
'note settlement', 'mrX van', 'VB NN', 'NP NP', 'readiness to give attention'
'endanger supreme', 'may withdraw', 'VBP NN', 'MD VB', 'advantage, advancement or favor'
'short', 'month ended', 'JJ', 'NN VBD', 'a share in a company or business'
'board short', 'slipped 547,347,585', 'NP JJ', 'VBD AB', 'a share in a company or business'
'amex short', 'reached 51,887,168', 'NP JJ', 'VBD AB', 'a share in a company or business'
'short', 'number shares', 'JJ', 'NN NNS', 'a share in a company or business'
'increase short', 'bullish borrowed', 'NN JJ', 'JJ VBN', 'a share in a company or business'
'fluctuation short', 'certain stocks', 'NN JJ', 'JJ NNS', 'a share in a company or business'
'board short', 'ratio rose', 'NP JJ', 'NN VBD', 'a share in a company or business'
'total short', 'position', 'JJ JJ', 'NN', 'a share in a company or business'
'drop short', 'volume panhandle', 'NN JJ', 'NN NP', 'a share in a company or business'
'issues short', 'position least', 'NNS JJ', 'NN JJS', 'a share in a company or business'
'take special', '', 'VB JJ', '', 'readiness to give attention'
'payments minority', 'rose 15', 'NNS NN', 'VBD AB', 'a share in a company or business'
'high uXkX', 'rates rising', 'JJ NP', 'NNS VBG', 'money paid for the use of money'
'billion earnings', 'taxes depreciation', 'AB NNS', 'NNS NN', 'money paid for the use of money'
'net', 'expenses $', 'JJ', 'NNS NN', 'money paid for the use of money'
'6X25 %', 'rate', 'AB NN', 'NN', 'money paid for the use of money'
'unemployment outrank', 'rates economic', 'NN VBP', 'NNS JJ', 'money paid for the use of money'
'X wide', 'nXt reflected', 'POS JJ', 'RB VBN', 'activity, etc. that one gives attention to'
'reserves minority', 'preferred stock', 'NNS NN', 'VBN NN', 'a share in a company or business'
'Xs long-term', 'remain independent', 'POS JJ', 'VB JJ', 'advantage, advancement or favor'
'motor Xs', 'jaguar continued', 'NP POS', 'NP VBD', 'readiness to give attention'
'continued stir', 'foreign car', 'VBD VB', 'JJ NN', 'readiness to give attention'
'reserve lower', 'rates -', 'NP JJR', 'NNS ?', 'money paid for the use of money'
'cut boosting', 'rates time', 'NN VBG', 'NNS NN', 'money paid for the use of money'
'currencies domestic', 'rates remained', 'NNS JJ', 'NNS VBD', 'money paid for the use of money'
'west germany', 'rates feared', 'NP NP', 'NNS VBN', 'money paid for the use of money'
'motor announced', 'earlier week', 'NP VBD', 'RBR NN', 'readiness to give attention'
'15 %', '- valued', 'AB NN', '? VBN', 'a share in a company or business'
'painewebber Xs', 'business hud', 'NP POS', 'NN NP', 'readiness to give attention'
'possible conflict', 'painewebber representing', 'JJ NN', 'NP VBG', 'advantage, advancement or favor'
'asserting conflict', 'arise', 'VBG NN', 'VB', 'advantage, advancement or favor'
'ginnie mae', 'preserving low-income', 'NP NP', 'VBG JJ', 'advantage, advancement or favor'
'federal pay', 'money borrowed', 'NP VB', 'NN VBN', 'money paid for the use of money'
'leave german', 'rates unchanged', 'VB JJ', 'NNS JJ', 'money paid for the use of money'
'raise german', 'rates g-7', 'VB JJ', 'NNS NP', 'money paid for the use of money'
'cellular telephone', 'bellsouth move', 'JJ NN', 'NP NN', 'a share in a company or business'
'left important', 'rates unchanged', 'VBD JJ', 'NNS JJ', 'money paid for the use of money'
'eventually push', 'rates higher', 'RB VB', 'NNS JJR', 'money paid for the use of money'
'said based', 'indicated parties', 'VBD VBN', 'VBN NNS', 'readiness to give attention'
'week comes', 'credited funds', 'NN VBZ', 'VBN NNS', 'money paid for the use of money'
'today pursue', '', 'NN VB', '', 'activity, etc. that one gives attention to'
'westinghouse', 'electrical products', 'NP', 'JJ NNS', 'a share in a company or business'
'Xs best', 'aANDm Xs', 'VBZ JJS', 'NP POS', 'advantage, advancement or favor'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'roberts missed', 'payments bonds', 'NP VBN', 'NNS NNS', 'money paid for the use of money'
'fees larger', 'rates 1', 'NNS JJR', 'NNS AB', 'money paid for the use of money'
'disastrous wrong-way', 'rates believed', 'JJ JJ', 'NNS VBD', 'money paid for the use of money'
'debt cut', 'expense slash', 'NN VB', 'NN VB', 'money paid for the use of money'
'board short', 'fell 1X3', 'NP JJ', 'VBD AB', 'a share in a company or business'
'hanson', 'chemicals restaurants', 'NP', 'NNS NNS', 'a share in a company or business'
'32 %', '', 'AB NN', '', 'a share in a company or business'
'wednesday pursue', '', 'NP VB', '', 'activity, etc. that one gives attention to'
'common', 'common ownership', 'JJ', 'JJ NN', 'advantage, advancement or favor'
'lend money', 'rates', 'VB NN', 'NNS', 'money paid for the use of money'
'purchased one-third', 'new japan', 'VBN JJ', 'NP NP', 'a share in a company or business'
'marriott also', 'restaurants contract-food', 'NP RB', 'NNS NN', 'a share in a company or business'
'conglomerate whose', 'steel electronics', 'NN WP', 'NN NN', 'a share in a company or business'
'generate wide', 'much publicity', 'VB JJ', 'JJ NN', 'readiness to give attention'
'data support', 'opportunity', 'NN VB', 'NN', 'readiness to give attention'
'consumers X', 'getting old', 'NNS POS', 'VBG JJ', 'advantage, advancement or favor'
'drugs cheaply', 'seeing new', 'NNS RB', 'VBG JJ', 'advantage, advancement or favor'
'production costs', 'rates threaten', 'NN NNS', 'NNS VBP', 'money paid for the use of money'
'lucky-goldstar company', 'electronics chemistry', 'NP NN', 'NN NN', 'a share in a company or business'
'later sold', 'olympia AND', 'RB VBD', 'NP CC', 'a share in a company or business'
'caused divergent', 'rates', 'VBN JJ', 'NNS', 'money paid for the use of money'
'point equality', 'rate british', 'NN NN', 'NN JJ', 'money paid for the use of money'
'lower nominal', 'rates dollar', 'JJR JJ', 'NNS NN', 'money paid for the use of money'
'speculation possible', 'jaguar', 'NN JJ', 'NP', 'readiness to give attention'
'acquired controlling', 'quantum 1986', 'VBD VBG', 'NP AB', 'a share in a company or business'
'american home', 'prescription over-the-counter', 'NP NP', 'NN JJ', 'a share in a company or business'
'appearance conflict', 'favoritism', 'NN NN', 'NN', 'advantage, advancement or favor'
'news general', 'home', 'NN JJ', 'NN', 'quality of causing attention to be given to'
'inflation sending', 'rates soaring', 'NN VBG', 'NNS VBG', 'money paid for the use of money'
'loans lower', 'rates', 'NNS JJR', 'NNS', 'money paid for the use of money'
'acquisition minority', 'store progress', 'NN NN', 'NN NN', 'a share in a company or business'
'wanted cap', 'deductions lbo', 'VBD VB', 'NNS NP', 'money paid for the use of money'
'high lbo', 'costs', 'JJ NP', 'NNS', 'money paid for the use of money'
'principal plus', '', 'NN CC', '', 'money paid for the use of money'
'sale equity', 'result significant', 'NP NN', 'VB JJ', 'a share in a company or business'
'germany boost', 'rates today', 'NP VB', 'NNS NN', 'money paid for the use of money'
'threats justify', 'rate increase', 'NNS VBP', 'NN NN', 'money paid for the use of money'
'instead peculiar', '', 'RB JJ', '', 'advantage, advancement or favor'
'loans pay', 'rates much', 'NNS VBP', 'NNS JJ', 'money paid for the use of money'
'Xs earnings', 'taxes 11', 'POS NNS', 'NNS AB', 'money paid for the use of money'
'difficulty making', 'payments unless', 'NN VBG', 'NNS IN', 'money paid for the use of money'
'Xs earnings', 'taxes', 'POS NNS', 'NNS', 'money paid for the use of money'
'', 'rates often', '', 'NNS RB', 'money paid for the use of money'
'agreed sell', 'paramount communications', 'VBD VB', 'NP NPS', 'a share in a company or business'
'considering selling', 'continental airlines', 'VBG VBG', 'NP NPS', 'a share in a company or business'
'airlines expressed', 'buying share', 'NPS VBD', 'VBG NN', 'readiness to give attention'
'americans american', 'scare uXsX', 'NPS JJ', 'VB NP', 'a share in a company or business'
'protect uXsX', 'countries bolivia', 'VB NP', 'NNS NP', 'a share in a company or business'
'rake enormous', 'payments', 'VB JJ', 'NNS', 'money paid for the use of money'
'changes plus', 'payments merrill', 'NNS CC', 'NNS NP', 'money paid for the use of money'
'plus accrued', 'occur within', 'CC VBN', 'VB IN', 'money paid for the use of money'
'currencies domestic', 'rates discouraged', 'NNS JJ', 'NNS VBD', 'money paid for the use of money'
'discouraged buying', 'traders said', 'VBD NN', 'NNS VBD', 'readiness to give attention'
'expectations higher', 'rates traders', 'NNS JJR', 'NNS NNS', 'money paid for the use of money'
'also attracted', 'speculation mergers', 'RB VBN', 'NN NNS', 'readiness to give attention'
'active institutional', '', 'JJ JJ', '', 'readiness to give attention'
'maker Xs', 'uXkX concern', 'NN POS', 'NP NN', 'readiness to give attention'
'concerns possibility', 'rate increase', 'NNS NN', 'NN NN', 'money paid for the use of money'
'council raise', 'rates traders', 'NN VB', 'NNS NNS', 'money paid for the use of money'
'massive japanese', '$ 140', 'JJ JJ', 'NN AB', 'readiness to give attention'
'said major', 'coming individual', 'VBD JJ', 'VBG JJ', 'readiness to give attention'
'conlon said', 'spain fund', 'NP VBD', 'NP NP', 'readiness to give attention'
'recent dips', 'rates', 'JJ NNS', 'NNS', 'money paid for the use of money'
'pulled short-term', 'rates bit', 'VBD JJ', 'NNS NN', 'money paid for the use of money'
'lower uXsX', 'rates help', 'JJR NP', 'NNS VB', 'money paid for the use of money'
'society sole', 'promotion travel', 'NN JJ', 'NN NN', 'activity, etc. that one gives attention to'
'europe expressed', 'plan', 'NP VBN', 'NN', 'readiness to give attention'
'economically meet', 'payments debt', 'RB VB', 'NNS NN', 'money paid for the use of money'
'6X25 %', 'rate', 'AB NN', 'NN', 'money paid for the use of money'
'million plus', 'dividends', 'AB CC', 'NNS', 'money paid for the use of money'
'mining industrial', 'uXkX north', 'NN JJ', 'NP NP', 'a share in a company or business'
'another easing', 'rates fed', 'DT NN', 'NNS NP', 'money paid for the use of money'
