% File: interest_1-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'rise', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'high', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'beneficial', 'french', 'JJ', 'JJ', 'a share in a company or business'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'plus', 'income', 'CC', 'NN', 'money paid for the use of money'
'', 'payments', '', 'NNS', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'fall', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'pay', 'mature', 'VB', 'VBP', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'course', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'national', 'case', 'JJ', 'NN', 'advantage, advancement or favor'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'strong', 'women', 'JJ', 'NNS', 'readiness to give attention'
'non-steel', 'currently', 'JJ', 'RB', 'a share in a company or business'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'', 'acquiring', '', 'VBG', 'readiness to give attention'
'majority', 'specialty', 'NN', 'NN', 'a share in a company or business'
'majority', 'parisian', 'NN', 'NP', 'a share in a company or business'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'average', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'%', 'production-sharing', 'NN', 'NN', 'a share in a company or business'
'lowered', 'contract', 'VBD', 'NN', 'a share in a company or business'
'Xs', '12X45', 'POS', 'AB', 'a share in a company or business'
'sizable', 'northwest', 'JJ', 'NP', 'a share in a company or business'
'public', 'herbal', 'JJ', 'JJ', 'readiness to give attention'
'best', 'priority', 'JJS', 'NN', 'advantage, advancement or favor'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'sent', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'corporate', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'pushing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'withhold', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'protected', '', 'JJ', '', 'advantage, advancement or favor'
'expects', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'', 'bonds', '', 'NNS', 'money paid for the use of money'
'minority', 'telemunchen', 'NN', 'NP', 'a share in a company or business'
'', 'uniformity', '', 'NN', 'advantage, advancement or favor'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'deep', 'eastern', 'JJ', 'NP', 'readiness to give attention'
'long', 'soviet', 'JJ', 'NP', 'readiness to give attention'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'expressed', 'moving', 'VBN', 'VBG', 'readiness to give attention'
'debt', '', 'NN', '', 'money paid for the use of money'
'parochial', '', 'JJ', '', 'advantage, advancement or favor'
'accrued', 'purchase', 'VBN', 'NN', 'money paid for the use of money'
'annual', 'bill', 'JJ', 'NN', 'money paid for the use of money'
'include', '$', 'VB', 'NN', 'money paid for the use of money'
'cash', 'several', 'NN', 'JJ', 'money paid for the use of money'
'meeting', 'principal', 'VBG', 'JJ', 'money paid for the use of money'
'expressed', 'mrX', 'VBN', 'NP', 'readiness to give attention'
'Xs', 'amr', 'POS', 'NP', 'readiness to give attention'
'round', 'rate', 'NN', 'NN', 'money paid for the use of money'
'', 'takeover', '', 'NN', 'readiness to give attention'
'takeover', 'saying', 'NN', 'VBG', 'readiness to give attention'
'foreign', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'rise', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'investor', 'quickly', 'NN', 'RB', 'readiness to give attention'
'raised', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'sharply', 'rate', 'RB', 'NN', 'money paid for the use of money'
'open', 'figures', 'JJ', 'NNS', 'a share in a company or business'
'open', 'number', 'JJ', 'NN', 'a share in a company or business'
'equity', 'geographic', 'NN', 'NP', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'despite', 'rate', 'IN', 'NN', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'market', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'%', 'cit', 'NN', 'NP', 'a share in a company or business'
'fees', 'costs', 'NNS', 'NNS', 'money paid for the use of money'
'share', 'stability', 'VBP', 'NN', 'readiness to give attention'
'tokyo', 'rate', 'NP', 'NN', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'german', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'buying', 'local', 'NN', 'JJ', 'readiness to give attention'
'minority', '1X37', 'NN', 'AB', 'a share in a company or business'
'pressure', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'minority', 'special', 'NN', 'JJ', 'a share in a company or business'
'official', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'benchmark', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'Xs', 'burbank', 'POS', 'NP', 'a share in a company or business'
'million', 'films', 'AB', 'NNS', 'a share in a company or business'
'million', 'depreciation', 'AB', 'NN', 'money paid for the use of money'
'profits', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'certain', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'accrued', '$', 'JJ', 'NN', 'money paid for the use of money'
'public', '', 'JJ', '', 'advantage, advancement or favor'
'public', '', 'JJ', '', 'advantage, advancement or favor'
'earnings', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'nXt', 'shareholders', 'RB', 'NNS', 'advantage, advancement or favor'
'public', '', 'JJ', '', 'advantage, advancement or favor'
'defaulted', 'payments', 'VBD', 'NNS', 'money paid for the use of money'
'british', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'key', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'left', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'ratcheting', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'emotional', 'stake', 'JJ', 'NN', 'readiness to give attention'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'principal', 'required', 'NN', 'VBN', 'money paid for the use of money'
'principal', 'gold', 'NN', 'NN', 'money paid for the use of money'
'possible', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'governmental', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'bonds', 'bonds', 'NNS', 'NNS', 'money paid for the use of money'
'', 'rate', '', 'NN', 'money paid for the use of money'
'expected', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'expected', 'payment', 'VBN', 'NN', 'money paid for the use of money'
'lower', 'rate', 'JJR', 'NN', 'money paid for the use of money'
'bonus', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'express', 'certificates', 'VBP', 'NNS', 'readiness to give attention'
'big', 'protecting', 'JJ', 'VBG', 'advantage, advancement or favor'
'first-year', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'offer', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'Xs', '', 'POS', '', 'activity, etc. that one gives attention to'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'pay', 'periodically', 'VB', 'RB', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'', 'bonds', '', 'NNS', 'money paid for the use of money'
'make', 'shortfalls', 'VB', 'NNS', 'money paid for the use of money'
'great', 'knowing', 'JJ', 'VBG', 'readiness to give attention'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'prospective', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'investor', 'yesterday', 'NN', 'NN', 'readiness to give attention'
'investor', 'blossomed', 'NN', 'VBD', 'readiness to give attention'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'brewing', 'leisure', 'NN', 'NN', 'a share in a company or business'
'return', 'income', 'NN', 'NN', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'pay', 'mature', 'VB', 'VBP', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'signs', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'personal', '', 'JJ', '', 'activity, etc. that one gives attention to'
'meet', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'hefty', 'expense', 'JJ', 'NN', 'money paid for the use of money'
'academic', '', 'JJ', '', 'readiness to give attention'
'security', 'property', 'NN', 'NN', 'a share in a company or business'
'draw', 'colleges', 'VBP', 'NNS', 'readiness to give attention'
'sheer', 'says', 'JJ', 'VBZ', 'readiness to give attention'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'think', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'assumes', 'rate', 'VBZ', 'NN', 'money paid for the use of money'
'%', '', 'NN', '', 'money paid for the use of money'
'personal', '', 'JJ', '', 'activity, etc. that one gives attention to'
'buy', 'pay-per-view', 'VB', 'NP', 'a share in a company or business'
're-evaluate', 'goals', 'JJ', 'NNS', 'activity, etc. that one gives attention to'
'changes', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'stirred', 'among', 'VBD', 'IN', 'readiness to give attention'
'exchange', 'reconstructed', 'NN', 'JJ', 'a share in a company or business'
'important', '', 'JJ', '', 'advantage, advancement or favor'
'perth', 'bell', 'NP', 'NP', 'a share in a company or business'
'unpaid', 'together', 'JJ', 'RB', 'money paid for the use of money'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'foreign', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'general', 'keeping', 'JJ', 'VBG', 'readiness to give attention'
'allow', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'increase', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'stirring', 'among', 'VBG', 'IN', 'readiness to give attention'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'accrued', 'novX', 'JJ', 'NP', 'money paid for the use of money'
'revival', 'theology', 'NN', 'NN', 'readiness to give attention'
'difference', 'gleefully', 'NN', 'RB', 'readiness to give attention'
'unsecured', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'reduced', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'congressional', 'bolar', 'JJ', 'NP', 'readiness to give attention'
'study', 'warner-lambert', 'NN', 'NP', 'quality of causing attention to be given to'
'increasing', 'americans', 'VBG', 'NPS', 'readiness to give attention'
'expressed', 'obtaining', 'VBN', 'VBG', 'readiness to give attention'
'controlling', 'management', 'JJ', 'NN', 'a share in a company or business'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'key', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'best', 'mrX', 'JJS', 'NP', 'advantage, advancement or favor'
'reported', 'earned', 'VBN', 'VBN', 'money paid for the use of money'
'pushing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'influenced', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'Xs', 'european', 'POS', 'JJ', 'readiness to give attention'
'expressed', 'buying', 'VBN', 'VBG', 'readiness to give attention'
'keep', 'pumped', 'VBP', 'VBD', 'readiness to give attention'
'average', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'especially', 'declining', 'RB', 'VBG', 'a share in a company or business'
'franchise', '$', 'NN', 'NN', 'a share in a company or business'
'large', 'biggest', 'JJ', 'JJS', 'a share in a company or business'
'Xs', 'analysts', 'POS', 'NNS', 'a share in a company or business'
'voting', '45X67', 'NN', 'AB', 'a share in a company or business'
'equity', 'new', 'NN', 'NP', 'a share in a company or business'
'voting', '45', 'NN', 'AB', 'a share in a company or business'
'equity', 'franchise', 'NN', 'NN', 'a share in a company or business'
'expressed', 'attaining', 'VBN', 'VBG', 'readiness to give attention'
'york', '', 'NP', '', 'a share in a company or business'
'Xs', 'bellsouth', 'POS', 'NP', 'a share in a company or business'
'Xs', 'ironic', 'POS', 'JJ', 'a share in a company or business'
'addition', 'las', 'NN', 'NP', 'a share in a company or business'
'hold', 'partnerships', 'VBP', 'NNS', 'a share in a company or business'
'payers', 'dividends', 'NNS', 'NNS', 'money paid for the use of money'
'private', 'exempt', 'JJ', 'JJ', 'activity, etc. that one gives attention to'
'equity', 'australian', 'NN', 'JJ', 'a share in a company or business'
'uXkX', 'rate', 'NP', 'NN', 'money paid for the use of money'
'investor', 'strong', 'NN', 'JJ', 'readiness to give attention'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'effect', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'investor', '', 'NN', '', 'readiness to give attention'
'indicated', 'investors', 'VBN', 'NNS', 'readiness to give attention'
'february', 'charge', 'NP', 'NN', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'anticipation', 'rate', 'NN', 'NN', 'money paid for the use of money'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'%', 'company', 'NN', 'NN', 'a share in a company or business'
'', 'financial', '', 'JJ', 'readiness to give attention'
'optimism', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'retail', 'since', 'JJ', 'IN', 'readiness to give attention'
'lowering', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'net', 'cost', 'JJ', 'NN', 'money paid for the use of money'
'petroleum', 'oil', 'NP', 'NN', 'a share in a company or business'
'lower', 'cost', 'JJR', 'NN', 'money paid for the use of money'
'indications', 'specific', 'NNS', 'NN', 'readiness to give attention'
'generated', '', 'VBD', '', 'readiness to give attention'
'', 'area', '', 'NN', 'readiness to give attention'
'happening', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'coX', 'five', 'NP', 'AB', 'a share in a company or business'
'caused', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'banks', 'loans', 'NNS', 'NNS', 'money paid for the use of money'
'cash', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'cellular', 'southeast', 'JJ', 'NP', 'a share in a company or business'
'Xs', 'cw', 'POS', 'NP', 'readiness to give attention'
'national', 'headed', 'JJ', 'VBN', 'advantage, advancement or favor'
'insurance', 'cieX', 'NN', 'NP', 'a share in a company or business'
'speculative', 'led', 'JJ', 'VBN', 'readiness to give attention'
'flurries', 'stock', 'NNS', 'NN', 'readiness to give attention'
'insurance', 'hands', 'NN', 'NNS', 'a share in a company or business'
'french', 'new', 'JJ', 'JJ', 'a share in a company or business'
'rate', 'put', 'NN', 'VB', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'uXsX', 'lies', 'NP', 'VBZ', 'advantage, advancement or favor'
'industrial-gas', 'using', 'JJ', 'VBG', 'a share in a company or business'
'annualized', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'heavy', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'sold', 'general', 'VBD', 'JJ', 'a share in a company or business'
'raise', '10', 'VB', 'AB', 'a share in a company or business'
'signals', 'handicapped', 'VBZ', 'JJ', 'readiness to give attention'
'pushing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'expects', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'million', 'several', 'AB', 'JJ', 'a share in a company or business'
'working', 'hartzog', 'VBG', 'NP', 'a share in a company or business'
'company', '2,100', 'NN', 'AB', 'a share in a company or business'
'million', 'payments', 'AB', 'NNS', 'money paid for the use of money'
'thread', 'anti-competitive', 'NN', 'JJ', 'a share in a company or business'
'minority', 'rose', 'NN', 'VBD', 'a share in a company or business'
'minority', 'extraordinary', 'NN', 'JJ', 'a share in a company or business'
'plus', 'accrued', 'CC', 'VBN', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'amounts', 'dollar', 'NNS', 'NN', 'money paid for the use of money'
'slows', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'minority', 'rose', 'NN', 'VBD', 'a share in a company or business'
'base', 'plus', 'JJ', 'CC', 'money paid for the use of money'
'pooling', 'subject', 'NN', 'JJ', 'a share in a company or business'
'reduces', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'postpone', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'expressed', 'lower', 'VBN', 'JJR', 'readiness to give attention'
'paying', '$', 'VBG', 'NN', 'money paid for the use of money'
'insurance', 'france', 'NN', 'NP', 'a share in a company or business'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'damping', 'stock', 'VBG', 'NN', 'readiness to give attention'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'taxes', 'claimed', 'NNS', 'VBN', 'money paid for the use of money'
'cash', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'%', 'call', 'NN', 'VB', 'a share in a company or business'
'lost', 'franchise', 'VBN', 'NN', 'readiness to give attention'
'likelihood', 'rate', 'NN', 'NN', 'money paid for the use of money'
'without', 'rate', 'IN', 'NN', 'money paid for the use of money'
'additional', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'working', 'acreage', 'JJ', 'NN', 'a share in a company or business'
'%', 'aluminum', 'NN', 'NN', 'a share in a company or business'
'controlling', 'harley-davidson', 'VBG', 'NP', 'a share in a company or business'
'soviet', 'keen', 'JJ', 'JJ', 'readiness to give attention'
'best', 'adoptee', 'JJS', 'NN', 'advantage, advancement or favor'
'hcs', 'software', 'NP', 'NN', 'a share in a company or business'
'principal', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'paid', 'medium-term', 'VBD', 'JJ', 'money paid for the use of money'
'security', 'assets', 'NN', 'NNS', 'a share in a company or business'
'paying', 'excess', 'VBG', 'JJ', 'money paid for the use of money'
'mortgage', 'deduction', 'NN', 'NN', 'money paid for the use of money'
'raised', 'olivetti', 'VBD', 'NP', 'a share in a company or business'
'unwelcome', 'stock', 'JJ', 'NN', 'readiness to give attention'
'tax', 'obligations', 'NN', 'NNS', 'money paid for the use of money'
'recognition', 'income', 'NN', 'NN', 'money paid for the use of money'
'accrued', 'end', 'JJ', 'VB', 'money paid for the use of money'
'consumers', 'taxes', 'NNS', 'NNS', 'money paid for the use of money'
'best', 'shareowners', 'JJS', 'NNS', 'advantage, advancement or favor'
'reduced', 'grafil', 'VBD', 'NP', 'a share in a company or business'
'rate', '', 'NN', '', 'money paid for the use of money'
'equity', 'calabasas', 'NN', 'NP', 'a share in a company or business'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'swings', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'information', 'potential', 'NN', 'JJ', 'quality of causing attention to be given to'
'lack', 'latest', 'NN', 'JJS', 'readiness to give attention'
'inflation-adjusted', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'overnight', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'engineering', 'said', 'NN', 'VBD', 'a share in a company or business'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'pushing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'category', 'coverage', 'NN', 'NN', 'money paid for the use of money'
'change', 'rate', 'NN', 'NN', 'money paid for the use of money'
'pattern', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'carries', 'rate', 'VBZ', 'NN', 'money paid for the use of money'
'debt', 'expense', 'NN', 'NN', 'money paid for the use of money'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'shown', 'uXsX', 'VBN', 'NP', 'readiness to give attention'
'reaffirmed', 'acquiring', 'VBD', 'VBG', 'readiness to give attention'
'much', 'health', 'RB', 'NN', 'advantage, advancement or favor'
'fight', 'funds', 'NN', 'NNS', 'readiness to give attention'
'insurance', '', 'NN', '', 'a share in a company or business'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'vaX', 'defense', 'NP', 'NN', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'kendall', 'NN', 'NP', 'a share in a company or business'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'traces', 'reforming', 'VBZ', 'VBG', 'readiness to give attention'
'long-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'money', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'short-term', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'rise', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'plus', 'payments', 'CC', 'NNS', 'money paid for the use of money'
'lowering', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'speculation', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'strength', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'expects', 'rate', 'VBZ', 'NN', 'money paid for the use of money'
'real', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'growing', 'western', 'VBG', 'JJ', 'readiness to give attention'
'protect', 'already', 'VB', 'RB', 'advantage, advancement or favor'
'Xs', 'self-regulator', 'VBZ', 'NN', 'advantage, advancement or favor'
'Xs', 'abs', 'POS', 'NP', 'a share in a company or business'
'indirect', 'abs', 'JJ', 'NP', 'a share in a company or business'
'allow', 'influence', 'VB', 'VB', 'advantage, advancement or favor'
'%', 'business', 'NN', 'NN', 'a share in a company or business'
'expressions', 'company', 'NNS', 'NN', 'readiness to give attention'
'equity', 'MGMNP', 'NN', '?', 'a share in a company or business'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'community', 'including', 'NN', 'VBG', 'activity, etc. that one gives attention to'
'japanese', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'german', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'increase', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'suspended', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'possible', 'bass', 'JJ', 'NP', 'readiness to give attention'
'speculation', 'nXt', 'NN', 'RB', 'readiness to give attention'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'market', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'Xs', 'served', 'POS', 'VBN', 'advantage, advancement or favor'
'common', 'cutting', 'JJ', 'VBG', 'advantage, advancement or favor'
'expressed', '', 'VBN', '', 'readiness to give attention'
'principal', 'reduction', 'NN', 'NN', 'money paid for the use of money'
'principal', '$', 'NN', 'NN', 'money paid for the use of money'
'paying', 'debt', 'VBG', 'NN', 'money paid for the use of money'
'minority', 'profit', 'NN', 'NN', 'a share in a company or business'
'minority', 'totaled', 'NN', 'VBD', 'a share in a company or business'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'takeover', 'company', 'NN', 'NN', 'readiness to give attention'
'net', 'margins', 'JJ', 'NNS', 'money paid for the use of money'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'possible', 'marketing', 'JJ', 'VBG', 'readiness to give attention'
'Xs', 'deal', 'POS', 'NN', 'readiness to give attention'
'aware', 'financial', 'JJ', 'JJ', 'readiness to give attention'
'capitalize', 'hong', 'VB', 'NP', 'readiness to give attention'
'lot', 'hong', 'NN', 'NP', 'readiness to give attention'
'attracting', 'overseas', 'VBG', 'JJ', 'readiness to give attention'
'holds', '105', 'VBZ', 'AB', 'a share in a company or business'
'companies', 'brewing', 'NNS', 'NN', 'a share in a company or business'
'protecting', '', 'VBG', '', 'advantage, advancement or favor'
'sale', 'showtime', 'NN', 'NP', 'a share in a company or business'
'lower', 'costs', 'VB', 'NNS', 'money paid for the use of money'
'Xs', 'politics', 'POS', 'NNS', 'readiness to give attention'
'%', 'enron', 'NN', 'NP', 'a share in a company or business'
'iv', 'company', 'NP', 'NN', 'readiness to give attention'
'accrued', 'redemption', 'JJ', 'NN', 'money paid for the use of money'
'artra', 'fashion', 'NP', 'NN', 'a share in a company or business'
'research', 'angiotensin', 'NN', 'NN', 'activity, etc. that one gives attention to'
'tuesday', 'paid', 'NP', 'VBN', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'current', 'bonds', 'JJ', 'NNS', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'best', 'says', 'JJS', 'VBZ', 'advantage, advancement or favor'
'sparking', 'otherwise', 'VBG', 'RB', 'readiness to give attention'
'rise', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'drop', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'priced', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'%', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'annual', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'smaller', 'payments', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'revenue', 'escrow', 'NN', 'NN', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'voting', 'nXt', 'NN', 'RB', 'a share in a company or business'
'nervousness', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'uXkX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'best', 'says', 'JJS', 'VBZ', 'advantage, advancement or favor'
'minority', 'rose', 'NN', 'VBD', 'a share in a company or business'
'bank', 'contributed', 'NN', 'VBD', 'a share in a company or business'
'open', 'copper', 'JJ', 'NN', 'a share in a company or business'
'open', 'declined', 'JJ', 'VBD', 'a share in a company or business'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
