% File: interest_4-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'short issues nasdaq among', 'acclaim entertainment ballooned 371,819', 'JJ NNS NP IN', 'NP NP VBD AB', 'a share in a company or business'
'short', 'first executive big buyer', 'JJ', 'NP NP JJ NN', 'a share in a company or business'
'short saw medical summa', 'jump 77 % one', 'JJ VBD NP NP', 'NN AB NN AB', 'a share in a company or business'
'short', 'novell jaguar stX paul', 'JJ', 'NP NP NP NP', 'a share in a company or business'
'short', 'number shares borrowed sold', 'JJ', 'NN NNS VBN VBN', 'a share in a company or business'
'short surge although', 'indicates speculation stock Xs', 'JJ NN IN', 'VBZ NN NN POS', 'a share in a company or business'
'short base firm view', 'healthy shares sold short', 'JJ NN JJ VBP', 'JJ NNS VBN JJ', 'a share in a company or business'
'short compiles trade issues', 'data two categories approximately', 'JJ VBZ NN NNS', 'NNS AB NNS RB', 'a share in a company or business'
'short 15 septX', '2,391 national market system', 'JJ AB NP', 'AB NP NP NP', 'a share in a company or business'
'short system market national', 'totaled nearly 38 million', 'JJ NP NP NP', 'VBD RB AB AB', 'a share in a company or business'
'short issues show tables', 'position least 50,000 shares', 'JJ NNS VBP NNS', 'NN JJS AB NNS', 'a share in a company or business'
'immediate said instance coX', 'buying foreign studio', 'JJ VBD NN NP', 'VBG JJ NN', 'readiness to give attention'
'conflict installations computer joint-venture', 'audit work continue systems-strategies', 'NN NNS NN JJ', 'NN NN VB NNS', 'advantage, advancement or favor'
'nXt', 'acquiring phone system mexico', 'RB', 'VBG NN NN NP', 'readiness to give attention'
'', 'rates full percentage point', '', 'NNS JJ NN NN', 'money paid for the use of money'
'average', 'rate 30-year fixed-rate mortgage', 'JJ', 'NN JJ JJ NN', 'money paid for the use of money'
'', 'rates general expected dip', '', 'NNS JJ VBN VB', 'money paid for the use of money'
'month dollars hundred several', 'rates climbed steadily past', 'NN NNS AB JJ', 'NNS VBD RB JJ', 'money paid for the use of money'
'represent lawyers hire borrowers', 'face additional charge', 'VB NNS VBP NNS', 'VBP JJ NN', 'advantage, advancement or favor'
'happen going Xs course', 'rates', 'VB VBG VBZ NN', 'NNS', 'money paid for the use of money'
'keep economy strong reasonably', 'rates falling', 'VB NN JJ RB', 'NNS VBG', 'money paid for the use of money'
'later deal better loan', 'rates fall', 'RB NN JJR NN', 'NNS VBP', 'money paid for the use of money'
'less significantly paid mortgages', 'fixed rate loans', 'JJR RB VBN NNS', 'VBN NN NNS', 'money paid for the use of money'
'think comes lot end', 'rates headed hard call', 'VBP VBZ NN NN', 'NNS VBN JJ NN', 'money paid for the use of money'
'equity % 25X77 Xs', 'block 21024a northern north', 'NN NN AB POS', 'NP NP JJ NP', 'a share in a company or business'
'base X banks british', 'rates remain 14 %', 'NN POS NNS JJ', 'NNS VB AB NN', 'money paid for the use of money'
'raised government british 1988', 'rates 10 times attempt', 'VBN NN JJ AB', 'NNS AB NNS NN', 'money paid for the use of money'
'reiterated lawson nigel exchequer', 'rates remain whatever level', 'VBD NP NP NP', 'NNS VB WDT NN', 'money paid for the use of money'
'raise government prompt figures', 'rates', 'VB NN VB NNS', 'NNS', 'money paid for the use of money'
'higher particularly possible long', 'rates raise mortgage rates', 'JJR RB JJ RB', 'NNS VB NN NNS', 'money paid for the use of money'
'high respond indicators economic', 'rates', 'JJ VB NNS JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates certain investments reported', 'VBN', 'NNS JJ NNS VBN', 'money paid for the use of money'
'promised received never bonds', 'payments', 'VBN VBD RB NNS', 'NNS', 'money paid for the use of money'
'exchange', 'smallest loan senior lenders', 'NN', 'JJS NN JJ NNS', 'money paid for the use of money'
'telephone cellular domestic merge', 'bellsouth', 'NN JJ JJ VB', 'NP', 'a share in a company or business'
'Xs magistrate venice', 'understandable', 'POS NN NP', 'JJ', 'readiness to give attention'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'concern connX fairfield', 'many businesses including lighting', 'NN NP NP', 'JJ NNS VBG NN', 'a share in a company or business'
'lower carrying also securities', 'rate ranking higher financial', 'JJR VBG RB NNS', 'NN VBG JJR JJ', 'money paid for the use of money'
'debt senior % 12', 'currently payable $ 125', 'NN JJ NN AB', 'RB JJ NN AB', 'money paid for the use of money'
'pay securities pay-in-kind', 'form additional securities likely', 'VBP NNS JJ', 'NN JJ NNS JJ', 'money paid for the use of money'
'allow reserve federal incentive', 'rates fall', 'VB NP NP NN', 'NNS VB', 'money paid for the use of money'
'rise tolerate nXt level', 'rates', 'NN VB RB NN', 'NNS', 'money paid for the use of money'
'higher market come issues', 'rates seem likely', 'JJR NN VB VBZ', 'NNS VBP JJ', 'money paid for the use of money'
'overdue catch country enable', 'payments bankers officials said', 'JJ VB NN VB', 'NNS NNS NNS VBD', 'money paid for the use of money'
'behind million 700 $', 'payments commercial-bank creditors', 'IN AB AB NN', 'NNS JJ NNS', 'money paid for the use of money'
'debt reducing options lending', 'according bankers attending annual', 'NN VBG NNS NN', 'VBG NNS VBG JJ', 'money paid for the use of money'
'debt foreign-bank cut %', 'payments', 'NN JJ NN NN', 'NNS', 'money paid for the use of money'
'special publisher incX magazine', 'magazines', 'JJ NN NP NP', 'NNS', 'activity, etc. that one gives attention to'
'X firms law uXsX', 'europe generated lively turf', 'POS NNS NN NP', 'NP VBN JJ NN', 'readiness to give attention'
'long-term Xs bank foreign', 'china', 'JJ POS NN JJ', 'NP', 'advantage, advancement or favor'
'conflict Xs weber mrX', 'never disclosed mrX joel', 'NN POS NP NP', 'RB VBN NP NP', 'advantage, advancement or favor'
'sold oryx pact', '107 oil gas fields', 'VBD NP NN', 'AB NN NN NNS', 'a share in a company or business'
'euroyen trading except', 'rate futures contract fledgling', 'NP VBG IN', 'NN NNS NN JJ', 'money paid for the use of money'
'expressed bidders several addition', 'buying delaware AND hudson', 'VBD NNS JJ NN', 'VBG NP CC NP', 'readiness to give attention'
'schroder wertheim bank investment', '', 'NP NP NN NN', '', 'a share in a company or business'
'domestic short-term lower yen', 'rates higher bond prices', 'JJ JJ JJR NNS', 'NNS JJR NN NNS', 'money paid for the use of money'
'higher fluctuations currency guard', 'rates traders fund managers', 'JJR NNS NN NN', 'NNS NNS NN NNS', 'money paid for the use of money'
'buying receive continued issues', 'following friday Xs', 'NN VB VBD NNS', 'VBG NP POS', 'readiness to give attention'
'lack declined london said', 'fresh positions ahead tuesday', 'NN VBD NP VBD', 'JJ NNS RB NP', 'readiness to give attention'
'lively continued also', 'foreign investors hoping capitalize', 'JJ VBD RB', 'JJ NNS VBG VB', 'readiness to give attention'
'reprieve apparent result', 'rate speculation banking shares', 'NN JJ NN', 'NN NN NN NNS', 'money paid for the use of money'
'paris', 'rate concerns acted brake', 'NP', 'NN NNS VBD NN', 'money paid for the use of money'
'european higher sign statement', 'rates near term began', 'JJ JJR NN NN', 'NNS JJ NN VBD', 'money paid for the use of money'
'certain company publishing local', '', 'JJ NN NN JJ', '', 'a share in a company or business'
'minority payments net consolidated', 'jumped 1X729 billion francs', 'NN NNS NN JJ', 'VBD AB AB NNS', 'a share in a company or business'
'voting % 15 receiving', 'united $ 750 million', 'NN NN AB VBG', 'NP NN AB AB', 'a share in a company or business'
'washington', 'building capitol hill leveraged', 'NP', 'VBG NP NP JJ', 'readiness to give attention'
'public care great matter', 'served sentence', 'JJ NN JJ NN', 'VBN NN', 'advantage, advancement or favor'
'raise bank central german', 'rates', 'VB NN JJ JJ', 'NNS', 'money paid for the use of money'
'inflation-adjusted uXsX inflation uXsX', 'rates high compared germany', 'JJ NP NN NP', 'NNS JJ VBN NP', 'money paid for the use of money'
'lowering dollar bring help', 'rates clearly nXt born', 'VBG NN VB VB', 'NNS RB RB VBN', 'money paid for the use of money'
'domestic raise nXt japan', 'rates uXsX lowers rates', 'JJ VB RB NP', 'NNS NP VBZ NNS', 'money paid for the use of money'
'% 60 billion 1X28', 'cit group bank Xs', 'NN AB AB AB', 'NP NP NN POS', 'a share in a company or business'
'snack-food beyond diversify seeking', '', 'NN IN VB VBG', '', 'a share in a company or business'
'growing', 'among precious metals traders', 'VBG', 'IN JJ NNS NNS', 'readiness to give attention'
'% 35 includes stake', 'bought publicly traded company', 'NN AB VBZ NN', 'VBD RB JJ NN', 'a share in a company or business'
'quadrum % 50 stake', 'financial services telecommunications equipment', 'NP NN AB NN', 'JJ NNS NN NN', 'a share in a company or business'
'markets swap bigger much', 'rates currencies', 'NNS NN JJR JJ', 'NNS NNS', 'money paid for the use of money'
'buying foreign dampen expected', '', 'NN JJ VB VBN', '', 'readiness to give attention'
'emerging seen dollar collapse', 'two-year four-year note auctions', 'VBG VBN NN NN', 'JJ JJ NN NNS', 'readiness to give attention'
'strong show bids noncompetitive', 'two-year notes repeating pattern', 'JJ VB NNS JJ', 'JJ NNS VBG NN', 'readiness to give attention'
'lot saw said dealers', 'lomas paper yesterday added', 'NN VBD VBD NNS', 'NP NN NN VBD', 'readiness to give attention'
'raise bank central Xs', 'rates sometime next month', 'VB NN JJ POS', 'NNS RB JJ NN', 'money paid for the use of money'
'expressed companies several talks', 'buying unit', 'VBN NNS JJ NNS', 'VBG NN', 'readiness to give attention'
'said oakes mrX', 'insurers showed monarch Xs', 'VBD NP NP', 'NNS VBN NP POS', 'readiness to give attention'
'maintain actively dames colonial', '- 160 come every', 'VBP RB NPS NP', '? AB VBP DT', 'a share in a company or business'
'love beautiful proposes also', 'drX kulani', 'NN JJ VBZ RB', 'NP NP', 'activity, etc. that one gives attention to'
'abilities individual accommodates best', 'aspiring poet Xs heaven', 'NNS JJ VBZ RBS', 'JJ NN POS NN', 'activity, etc. that one gives attention to'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'except outlays includes figure', 'payments climbed 0X6 %', 'IN NNS VBZ NN', 'NNS VBD AB NN', 'money paid for the use of money'
'meet unable 1988 january', 'payments $ 1X72 billion', 'VB JJ AB NP', 'NNS NN AB AB', 'money paid for the use of money'
'american north support steadfast', 'unilateralist tendencies british opposition', 'JJ JJ NN JJ', 'JJ NNS JJ NN', 'advantage, advancement or favor'
'marketing manufacturing boost needed', '', 'NN NN NN JJ', '', 'a share in a company or business'
'bring fed like Xd', 'rates little bit', 'VB NP VB MD', 'NNS JJ NN', 'money paid for the use of money'
'high primarily slump sales', 'rates reduced consumer spending', 'JJ RB NN NNS', 'NNS JJ NN NN', 'money paid for the use of money'
'healthy earning boston first', 'rate campeau-related bonds', 'JJ VBG NP NP', 'NN JJ NNS', 'money paid for the use of money'
'possible rumors market denied', 'jaguar', 'JJ NNS NN VBN', 'NP', 'readiness to give attention'
'social Xs clear Xs', 'stop shifting around assets', 'JJ VBZ JJ VBZ', 'VB VBG RB NNS', 'advantage, advancement or favor'
'% 5 thought whether', 'rate bonds attract russian', 'NN AB VBD IN', 'NN NNS VB JJ', 'money paid for the use of money'
'best Xs consumer act', '', 'JJS POS NN VB', '', 'advantage, advancement or favor'
'resume peru said reportedly', 'payments $ 500 million', 'VB NP VBD RB', 'NNS NN AB AB', 'money paid for the use of money'
'local representation iXeX process', 'congress political parties state-centered', 'JJ NN FW NN', 'NP JJ NNS JJ', 'advantage, advancement or favor'
'local say', 'receive hearing congress say', 'JJ VB', 'VBP NN NP VB', 'advantage, advancement or favor'
'financial longer unilever', 'agency far away lintas', 'JJ RB NP', 'NN RB RB NP', 'a share in a company or business'
'below-market either carry bonds', 'rate discount value original', 'JJ CC VB NNS', 'NN NN NN JJ', 'money paid for the use of money'
'high reduce government helped', 'rates pay keep skittish', 'JJ VB NN VBD', 'NNS VB VB JJ', 'money paid for the use of money'
'nonetheless', 'rates remain high mexico', 'RB', 'NNS VBP JJ NP', 'money paid for the use of money'
'without years 12 2', '', 'IN NNS AB AB', '', 'money paid for the use of money'
'acquire agreement five-year agreements', 'cooker participate proxy contest', 'VB NN JJ NNS', 'NP VB JJ NN', 'a share in a company or business'
'attracted fund spain', 'japanese', 'VBN NP NP', 'NPS', 'readiness to give attention'
'sparked also activity trading', 'big board', 'VBN RB NN NN', 'NP NP', 'readiness to give attention'
'% 15 acquire agreed', 'sybase incX closely held', 'NN AB VB VBD', 'NP NP RB VBN', 'a share in a company or business'
'minority acquired companies largest', 'another closely held company', 'NN VBD NNS JJS', 'DT RB VBN NN', 'a share in a company or business'
'fired nXt machines occurred', 'payments nXt go away', 'VBN RB NNS VBD', 'NNS RB VB RB', 'money paid for the use of money'
'cut quick fed notes', 'rates summer job growth', 'VB JJ NP VBZ', 'NNS NN NN NN', 'money paid for the use of money'
'higher bring reacceleration', 'rates likely offset stronger', 'JJR VB NN', 'NNS JJ VB JJR', 'money paid for the use of money'
'X shareholders adverse stock', 'new rights allow holders', 'POS NNS JJ NN', 'JJ NNS VB NNS', 'advantage, advancement or favor'
'compounding principally disputes attributed', 'divestiture non-banking subsidiaries prior', 'NN RB NNS VBD', 'NN JJ NNS RB', 'money paid for the use of money'
'increases small follow accounts', 'rates', 'NNS JJ VBP NNS', 'NNS', 'money paid for the use of money'
'film video-distribution smaller company', 'netherlands luxembourg west germany', 'NN NN JJR NN', 'NP NP NP NP', 'a share in a company or business'
'unpaid accrued plus 104X725', 'redemption date', 'JJ JJ CC AB', 'NN NN', 'money paid for the use of money'
'widespread speculation', 'rates drop next months', 'JJ NN', 'NNS VB JJ NNS', 'money paid for the use of money'
'lower expect managers money', 'rates fall', 'JJR VBP NNS NN', 'NNS NN', 'money paid for the use of money'
'uXsX high worry', 'rates keeping dollar high', 'NP JJ VBP', 'NNS VBG NN RB', 'money paid for the use of money'
'lower predicting chairman vice', 'rates next months declines', 'JJR VBG NN NN', 'NNS JJ NNS NNS', 'money paid for the use of money'
'lower expect reason one', 'rates money-supply growth', 'JJR VBP NN AB', 'NNS JJ NN', 'money paid for the use of money'
'drive inflation higher managers', 'rates', 'VB NN JJR NNS', 'NNS', 'money paid for the use of money'
'fear traders soon coming', 'rates nowhere go', 'VBP NNS RB VBG', 'NNS RB VB', 'money paid for the use of money'
'right contrarians', 'rates soon rise', 'JJ NNS', 'NNS RB VB', 'money paid for the use of money'
'appreciative Xre fact proposal', 'shown', 'JJ VBP NN NN', 'VBN', 'readiness to give attention'
'employee shareholder sensitivity lack', '', 'NN NN NN NN', '', 'advantage, advancement or favor'
'pay failed also company', 'due septX 1', 'VB VBD RB NN', 'JJ NP AB', 'money paid for the use of money'
'pooling treated deal', 'combines income statements balance', 'NN VBN NN', 'VBZ NN NNS NN', 'a share in a company or business'
'controlling acquire proposal develop', 'implement reorganization company', 'JJ VB NN VB', 'VB NN NN', 'a share in a company or business'
'exceptional exhibited nXt date', 'helping shareholders says painewebber', 'JJ VBD RB NN', 'VBG NNS VBZ NP', 'readiness to give attention'
'lowered inflation upturn risking', 'rates', 'VBD NN NN VBG', 'NNS', 'money paid for the use of money'
'lowered inflation upturn risking', 'rates', 'VBD NN NN VBG', 'NNS', 'money paid for the use of money'
'cut reserve federal uXsX', 'rates reduce upward pressure', 'VB NP NP NP', 'NNS VB JJ NN', 'money paid for the use of money'
'absence', 'rate changes group seven', 'NN', 'NN NNS NP NP', 'money paid for the use of money'
'pursue resigned lawrence mrX', '', 'VB VBD NP NP', '', 'activity, etc. that one gives attention to'
'beneficial shares million 11X5', 'via prudential-bache', 'JJ NNS AB AB', 'IN NP', 'a share in a company or business'
'partnership limited senior representing', 'via goldman sachs', 'NP NP JJ VBG', 'IN NP NP', 'a share in a company or business'
'voting % 15 officially', 'united equity contribution accounts', 'JJ NN AB RB', 'NP NN NN VBZ', 'a share in a company or business'
'billion 17X33 $ paid', 'last month federal debt', 'AB AB NN VBD', 'JJ NN JJ NN', 'money paid for the use of money'
'half sold value soared', 'mitsubishi motors corpX move', 'NN VBD NN VBN', 'NP NPS NP NN', 'a share in a company or business'
'fees legal accumulating halt', 'judgment', 'NNS JJ VBG VB', 'NN', 'money paid for the use of money'
'% 45 sold subsidiary', 'korea industrial leasing coX', 'NN AB VBD NN', 'NP NP NP NP', 'a share in a company or business'
'equity buyer seeking venture', 'acquired', 'NN NN VBG NP', 'VBD', 'a share in a company or business'
'investor', 'summit technology visx taunton', 'NN', 'NP NP NP NP', 'readiness to give attention'
'raised gm', 'rates cut-rate auto loans', 'VBN NP', 'NNS JJ NN NNS', 'money paid for the use of money'
'investor', 'mainly targeted issues whose', 'NN', 'RB VBN NNS WP', 'readiness to give attention'
'domestic directions rate exchange', 'rates institutional investors remained', 'JJ NNS NN NN', 'NNS JJ NNS VBD', 'money paid for the use of money'
'keeping - policy monetary', 'rates high finance huge', 'VBG ? NN JJ', 'NNS JJ VB JJ', 'money paid for the use of money'
'national essential areas picking', 'concentrating making work says', 'JJ JJ NNS VBG', 'VBG VBG VB VBZ', 'advantage, advancement or favor'
'entrenched long attacking involve', '- something politicians seem', 'VBN RB VBG VBP', '? NN NNS VBP', 'advantage, advancement or favor'
'german west rise signal', 'rates said previous rate-tightening', 'JJ JJ NN VB', 'NNS VBD JJ JJ', 'money paid for the use of money'
'market forcing slowly policy', 'rates summer limited success', 'NN VBG RB NN', 'NNS NN JJ NN', 'money paid for the use of money'
'german west said', 'rates still well international', 'JJ JJ VBD', 'NNS RB RB JJ', 'money paid for the use of money'
'purchased west instance', 'uXkX cable company one', 'VBD NP NN', 'NP NN NN AB', 'a share in a company or business'
'lack interpreted nXt actions', 'international markets explains mrX', 'NN VBN RB NNS', 'JJ NNS VBZ NP', 'readiness to give attention'
'protect Xd - electorate', '', 'VB MD ? NN', '', 'advantage, advancement or favor'
'minority payments income net', 'rose 15 % 2X01', 'NN NNS NN JJ', 'VBD AB NN AB', 'a share in a company or business'
'let move reserve federal', 'rates fall late july', 'VB NN NP NP', 'NNS VB JJ NP', 'money paid for the use of money'
'pushed steadily fed spring', 'rates curb economic activity', 'VBD RB NP NN', 'NNS VB JJ NN', 'money paid for the use of money'
'minority payments profit group', 'nearly tripled first half', 'NN NNS NN NN', 'RB VBD JJ NN', 'a share in a company or business'
'look ratings look nXt', 'rate unsound advice', 'NN NNS VB RB', 'NN JJ NN', 'money paid for the use of money'
'', 'rates fluctuate time many', '', 'NNS VB NN JJ', 'money paid for the use of money'
'principal pay continued sANDp', 'never went default', 'NN VB VBD NP', 'RB VBD NN', 'money paid for the use of money'
'concern director elected ltdX', 'engineering financial services', 'NN NN VBN NP', 'NN JJ NNS', 'a share in a company or business'
'- said source loans', 'done', '? VBD NN NNS', 'VBN', 'advantage, advancement or favor'
'company holding intek', 'coating products static control', 'NN VBG NP', 'NN NNS JJ NN', 'a share in a company or business'
'generate continued campaign publicity', '', 'VB VBN NN NN', '', 'readiness to give attention'
'retail said traders', 'bonds dried price moves', 'JJ VBD NNS', 'NNS VBN NN NNS', 'readiness to give attention'
'best determined Xve faces', 'shareholders employees resign chairman', 'JJS VBN VBP VBZ', 'NNS NNS VBP NN', 'advantage, advancement or favor'
'rising position bond government', 'rates 1987 hope rates', 'VBG NN NN NN', 'NNS AB NN NNS', 'money paid for the use of money'
'signal general', 'process control electrical semiconductor', 'NP NP', 'NN NN JJ NN', 'a share in a company or business'
'giant multinational corpX itt', 'including communications information financial', 'NN JJ NP NP', 'VBG NNS NN JJ', 'a share in a company or business'
'settlement note practices aware', 'mrX van kamp said', 'NN VB NNS JJ', 'NP NP NP VBD', 'readiness to give attention'
'supreme endanger events extraordinary', 'may withdraw proposed conventional', 'NN VBP NNS JJ', 'MD VB VBN JJ', 'advantage, advancement or favor'
'short', 'month ended septX 15', 'JJ', 'NN VBD NP AB', 'a share in a company or business'
'short board big', 'slipped 547,347,585 shares 554,537,766', 'JJ NP NP', 'VBD AB NNS AB', 'a share in a company or business'
'short amex', 'reached 51,887,168 shares adjusted', 'JJ NP', 'VBD AB NNS VBN', 'a share in a company or business'
'short', 'number shares nXt yet', 'JJ', 'NN NNS RB RB', 'a share in a company or business'
'short increase consider investors', 'bullish borrowed shares eventually', 'JJ NN VBP NNS', 'JJ VBN NNS RB', 'a share in a company or business'
'short fluctuation', 'certain stocks also may', 'JJ NN', 'JJ NNS RB MD', 'a share in a company or business'
'short board big measured', 'ratio rose 3X38 last', 'JJ NP NP VBN', 'NN VBD AB JJ', 'a share in a company or business'
'short total convert required', 'position', 'JJ JJ VB VBN', 'NN', 'a share in a company or business'
'short drop board big', 'volume panhandle eastern corpX', 'JJ NN NP NP', 'NN NP NP NP', 'a share in a company or business'
'short issues amex board', 'position least 100,000 shares', 'JJ NNS NP NP', 'NN JJS AB NNS', 'a share in a company or business'
'special take communicate really', '', 'JJ VB VB RB', '', 'readiness to give attention'
'minority payments income net', 'rose 15 % 2X01', 'NN NNS NN JJ', 'VBD AB NN AB', 'a share in a company or business'
'uXkX high months six', 'rates rising imports ripped', 'NP JJ NNS AB', 'NNS VBG NNS VBD', 'money paid for the use of money'
'earnings billion 1X77 $', 'taxes depreciation $ 365', 'NNS AB AB NN', 'NNS NN NN AB', 'money paid for the use of money'
'net', 'expenses $ 238 million', 'JJ', 'NNS NN AB AB', 'money paid for the use of money'
'% 6X25 below-market amount', 'rate', 'NN AB JJ NN', 'NN', 'money paid for the use of money'
'outrank unemployment well deficits', 'rates economic concerns', 'VBP NN RB NNS', 'NNS JJ NNS', 'money paid for the use of money'
'wide X voters says', 'nXt reflected calls media', 'JJ POS NNS VBZ', 'RB VBN VBZ NNS', 'activity, etc. that one gives attention to'
'minority reserves equity Xs', 'preferred stock long-term debt', 'NN NNS NN POS', 'VBN NN JJ NN', 'a share in a company or business'
'long-term Xs company remained', 'remain independent', 'JJ POS NN VBD', 'VB JJ', 'advantage, advancement or favor'
'Xs motor ford', 'jaguar continued stir *interest', 'POS NP NP', 'NP VBD VB NN', 'readiness to give attention'
'stir continued jaguar *interest', 'foreign car maker whose', 'VB VBD NP NN', 'JJ NN NN WP', 'readiness to give attention'
'lower reserve federal uXsX', 'rates - move weaken', 'JJR NP NP NP', 'NNS ? NN VB', 'money paid for the use of money'
'boosting cut *interest-rate uXsX', 'rates time', 'VBG NN NN NP', 'NNS NN', 'money paid for the use of money'
'domestic currencies uncertainties market', 'rates remained strong traders', 'JJ NNS NNS NN', 'NNS VBD JJ NNS', 'money paid for the use of money'
'germany west movement lack', 'rates feared thursday helped', 'NP NP NN NN', 'NNS VBN NP VBD', 'money paid for the use of money'
'announced motor ford since', 'earlier week closed 548', 'VBD NP NP IN', 'RBR NN VBD AB', 'readiness to give attention'
'% 15 received wilson', '- valued $ 750,000', 'NN AB VBD NP', '? VBN NN AB', 'a share in a company or business'
'Xs painewebber firm official', 'business hud', 'POS NP NN NN', 'NN NP', 'readiness to give attention'
'conflict possible concerned acknowledge', 'painewebber representing seller buyer', 'NN JJ VBN VBP', 'NP VBG NN NN', 'advantage, advancement or favor'
'conflict asserting opinion legal', 'arise', 'NN VBG NN JJ', 'VB', 'advantage, advancement or favor'
'mae ginnie permitting specifically', 'preserving low-income housing sell', 'NP NP VBG RB', 'VBG JJ NN VB', 'advantage, advancement or favor'
'pay federal', 'money borrowed connection acquisition', 'VB NP', 'NN VBN NN NN', 'money paid for the use of money'
'german leave decision reacting', 'rates unchanged news second-quarter', 'JJ VB NN VBG', 'NNS JJ NN JJ', 'money paid for the use of money'
'german raise bundesbank expected', 'rates g-7 gathering market', 'JJ VB NP VBN', 'NNS NP NN NN', 'money paid for the use of money'
'telephone cellular domestic merge', 'bellsouth move aimed thwarting', 'NN JJ JJ VB', 'NP NN VBN VBG', 'a share in a company or business'
'important left bundesbank deutsche', 'rates unchanged', 'JJ VBD NP NP', 'NNS JJ', 'money paid for the use of money'
'push eventually bank central', 'rates higher', 'VB RB NN JJ', 'NNS JJR', 'money paid for the use of money'
'based said parties third', 'indicated parties company Xs', 'VBN VBD NNS JJ', 'VBN NNS NN POS', 'readiness to give attention'
'comes week million 400', 'credited funds individual accounts', 'VBZ NN AB AB', 'VBN NNS JJ NNS', 'money paid for the use of money'
'pursue today effective president', '', 'VB NN JJ NN', '', 'activity, etc. that one gives attention to'
'westinghouse', 'electrical products defense electronics', 'NP', 'JJ NNS NN NNS', 'a share in a company or business'
'best Xs feel development', 'aANDm Xs future company', 'JJS VBZ VBP NN', 'NP POS NN NN', 'advantage, advancement or favor'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'missed roberts kravis kohlberg', 'payments bonds gX heileman', 'VBN NP NP NP', 'NNS NNS NP NP', 'money paid for the use of money'
'larger fees', 'rates 1 12 percentage', 'JJR NNS', 'NNS AB AB NN', 'money paid for the use of money'
'wrong-way disastrous loans agriculture', 'rates believed taking conservative', 'JJ JJ NNS NN', 'NNS VBD VBG JJ', 'money paid for the use of money'
'cut debt reduce market', 'expense slash fares undercut', 'VB NN VB NN', 'NN VB NNS VB', 'money paid for the use of money'
'short board big', 'fell 1X3 % month', 'JJ NP NP', 'VBD AB NN NN', 'a share in a company or business'
'hanson', 'chemicals restaurants foods building', 'NP', 'NNS NNS NNS VBG', 'a share in a company or business'
'% 32 purchased 1985', '', 'NN AB VBD AB', '', 'a share in a company or business'
'pursue wednesday officer operating', '', 'VB NP NN VBG', '', 'activity, etc. that one gives attention to'
'common', 'common ownership supersede parochial', 'JJ', 'JJ NN VB JJ', 'advantage, advancement or favor'
'money lend going Xwho', 'rates', 'NN VB VBG WP', 'NNS', 'money paid for the use of money'
'one-third purchased ii war', 'new japan radio 1961', 'JJ VBN NP NP', 'NP NP NP AB', 'a share in a company or business'
'also marriott', 'restaurants contract-food services already', 'RB NP', 'NNS NN NNS RB', 'a share in a company or business'
'whose conglomerate industrial largest', 'steel electronics chemicals consumer', 'WP NN JJ JJS', 'NN NN NNS NN', 'a share in a company or business'
'wide generate expected acquisition', 'much publicity recent years', 'JJ VB VBN NN', 'JJ NN JJ NNS', 'readiness to give attention'
'support data sufficient said', 'opportunity', 'VB NN JJ VBD', 'NN', 'readiness to give attention'
'X consumers struck balance', 'getting old drugs cheaply', 'POS NNS VBN NN', 'VBG JJ NNS RB', 'advantage, advancement or favor'
'cheaply drugs old getting', 'seeing new drugs invented', 'RB NNS JJ VBG', 'VBG JJ NNS VBN', 'advantage, advancement or favor'
'costs production wages higher', 'rates threaten growth prospects', 'NNS NN NNS JJR', 'NNS VBP NN NNS', 'money paid for the use of money'
'company lucky-goldstar company member', 'electronics chemistry energy network', 'NN NP NN NN', 'NN NN NN NN', 'a share in a company or business'
'sold later project conceived', 'olympia AND york', 'VBD RB NN VBD', 'NP CC NP', 'a share in a company or business'
'divergent caused also rates', 'rates', 'JJ VBN RB NNS', 'NNS', 'money paid for the use of money'
'equality point initial suppose', 'rate british bonds rises', 'NN NN JJ VB', 'NN JJ NNS VBZ', 'money paid for the use of money'
'nominal lower growth economic', 'rates dollar fall', 'JJ JJR NN JJ', 'NNS NN VB', 'money paid for the use of money'
'possible speculation denied spokesmen', 'jaguar', 'JJ NN VBD NNS', 'NP', 'readiness to give attention'
'controlling acquired executives industry', 'quantum 1986', 'VBG VBD NNS NN', 'NP AB', 'a share in a company or business'
'home american york-based new', 'prescription over-the-counter drugs medical', 'NP NP JJ NP', 'NN JJ NNS JJ', 'a share in a company or business'
'conflict appearance avoid 1986', 'favoritism', 'NN NN VB AB', 'NN', 'advantage, advancement or favor'
'general news contain anyone', 'home', 'JJ NN VB NN', 'NN', 'quality of causing attention to be given to'
