% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'following strategy domestic', 'rates country dropped', 'VBG NN JJ', 'NNS NN VBN', 'money paid for the use of money'
'$ 1X6 billion', 'payment international banks', 'NN AB AB', 'NN JJ NNS', 'money paid for the use of money'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'systems pursue business', '', 'NNS VB NN', '', 'activity, etc. that one gives attention to'
'wanted pursue business', '', 'VBD VB NN', '', 'activity, etc. that one gives attention to'
'Xs terrible conflict', 'among investors scarcity', 'VBZ JJ NN', 'IN NNS NN', 'advantage, advancement or favor'
'', 'rising fast additional', '', 'VBG RB JJ', 'readiness to give attention'
'aside buying', 'single-country stock funds', 'RB VBG', 'JJ NN NNS', 'readiness to give attention'
'keeping 5 %', 'placing remaining ownership', 'VBG AB NN', 'VBG VBG NN', 'a share in a company or business'
'willing pay higher', 'rates big multinationals', 'JJ VB JJR', 'NNS JJ NNS', 'money paid for the use of money'
'venture spurred rush', 'advertisers publishers cable', 'NN VBN NN', 'NNS NNS NN', 'readiness to give attention'
'borrowing needs drive', 'rates', 'NN NNS VB', 'NNS', 'money paid for the use of money'
'largely long current', 'term bonds maturing', 'RB JJ JJ', 'NN NNS VBG', 'money paid for the use of money'
'soon consider raising', 'rates way cut', 'RB VB VBG', 'NNS NN VB', 'money paid for the use of money'
'said notes drew', 'diverse set investors', 'VBD NNS VBD', 'JJ NN NNS', 'readiness to give attention'
'knee-jerk concerns uXkX', 'rate increases subsided', 'JJ NNS NP', 'NN NNS VBD', 'money paid for the use of money'
'dollar fears rising', 'rates', 'NN NNS VBG', 'NNS', 'money paid for the use of money'
'pondering whether current', 'rates consistent strong', 'VBG IN JJ', 'NNS JJ JJ', 'money paid for the use of money'
'pressure banks X', 'margins', 'NN NNS POS', 'NNS', 'money paid for the use of money'
'Xs priority lowering', 'rates drawn democratic', 'POS NN VBG', 'NNS VBN JJ', 'money paid for the use of money'
'effort exploit local', 'reach beyond republican', 'NN VB JJ', 'VB IN NP', 'advantage, advancement or favor'
'familiar many economic', 'driving mrX wyden', 'JJ DT JJ', 'VBG NP NP', 'activity, etc. that one gives attention to'
'Xs 51 %', 'three independent power', 'POS AB NN', 'AB JJ NN', 'a share in a company or business'
'sell paper retailing', 'including saks fifth', 'VB NN NN', 'VBG NP NP', 'a share in a company or business'
'short', 'rose 2X7 %', 'JJ', 'VBD AB NN', 'a share in a company or business'
'ever reinforcing belief', 'rates remain high', 'RB VBG NN', 'NNS VB JJ', 'money paid for the use of money'
'include 43X7 %', 'lead-zinc producer curragh', 'VB AB NN', 'JJ NN NP', 'a share in a company or business'
'resources incX controlling', 'gold-mining operations within', 'NPS NP VBG', 'JJ NNS IN', 'a share in a company or business'
'financial group incX', 'franklin resources incX', 'NP NP NP', 'NP NPS NP', 'a share in a company or business'
'sell 50 %', 'puna geothermal ventures', 'VB AB NN', 'NP NP NPS', 'a share in a company or business'
'impressed students X', '', 'VBN NNS POS', '', 'readiness to give attention'
'33 % limited-partner', 'kaneb pipe line', 'AB NN JJ', 'NP NP NP', 'a share in a company or business'
'oil gas pipeline', '', 'NN NN NN', '', 'a share in a company or business'
'government Xs', 'protected public officials', 'NN POS', 'VBN JJ NNS', 'advantage, advancement or favor'
'incX holding company', 'broadcasting banking construction', 'NP VBG NN', 'NN NN NN', 'a share in a company or business'
'decides raise key', 'rates', 'VBZ VB JJ', 'NNS', 'money paid for the use of money'
'higher domestic', 'rates usually bolster', 'JJR JJ', 'NNS RB VBP', 'money paid for the use of money'
'option open realignment', 'rates traders said', 'NN JJ NN', 'NNS NNS VBD', 'money paid for the use of money'
'years par every', 'payment date', 'NNS NN DT', 'NN NN', 'money paid for the use of money'
'coX also disclosed', 'selling caldor venture', 'NP RB VBN', 'VBG NP NP', 'readiness to give attention'
'businesses uXkX retailing', 'existing shareholders issues', 'NNS NP VBG', 'VBG NNS NNS', 'a share in a company or business'
'% limited partner', 'kaneb pipe line', 'NN VBD NN', 'NP NP NP', 'a share in a company or business'
'short', 'large small nasdaq', 'JJ', 'JJ JJ NP', 'a share in a company or business'
'rise otc short', 'posted last month', 'NN NP JJ', 'VBD JJ NN', 'a share in a company or business'
'short', 'rose 1 %', 'JJ', 'VBD AB NN', 'a share in a company or business'
'advance otc short', 'latest month compares', 'NN NP JJ', 'JJS NN VBZ', 'a share in a company or business'
'% decline short', 'new york stock', 'NN NN JJ', 'NP NP NP', 'a share in a company or business'
'nasdaq issues short', 'acclaim entertainment ballooned', 'NP NNS JJ', 'NP NP VBD', 'a share in a company or business'
'short', 'first executive big', 'JJ', 'NP NP JJ', 'a share in a company or business'
'medical saw short', 'jump 77 %', 'NP VBD JJ', 'NN AB NN', 'a share in a company or business'
'short', 'novell jaguar stX', 'JJ', 'NP NP NP', 'a share in a company or business'
'short', 'number shares borrowed', 'JJ', 'NN NNS VBN', 'a share in a company or business'
'although surge short', 'indicates speculation stock', 'IN NN JJ', 'VBZ NN NN', 'a share in a company or business'
'firm base short', 'healthy shares sold', 'JJ NN JJ', 'JJ NNS VBN', 'a share in a company or business'
'trade compiles short', 'data two categories', 'NN VBZ JJ', 'NNS AB NNS', 'a share in a company or business'
'septX 15 short', '2,391 national market', 'NP AB JJ', 'AB NP NP', 'a share in a company or business'
'market system short', 'totaled nearly 38', 'NP NP JJ', 'VBD RB AB', 'a share in a company or business'
'show issues short', 'position least 50,000', 'VBP NNS JJ', 'NN JJS AB', 'a share in a company or business'
'instance said immediate', 'buying foreign studio', 'NN VBD JJ', 'VBG JJ NN', 'readiness to give attention'
'computer installations conflict', 'audit work continue', 'NN NNS NN', 'NN NN VB', 'advantage, advancement or favor'
'nXt', 'acquiring phone system', 'RB', 'VBG NN NN', 'readiness to give attention'
'', 'rates full percentage', '', 'NNS JJ NN', 'money paid for the use of money'
'average', 'rate 30-year fixed-rate', 'JJ', 'NN JJ JJ', 'money paid for the use of money'
'', 'rates general expected', '', 'NNS JJ VBN', 'money paid for the use of money'
'hundred dollars month', 'rates climbed steadily', 'AB NNS NN', 'NNS VBD RB', 'money paid for the use of money'
'hire lawyers represent', 'face additional charge', 'VBP NNS VB', 'VBP JJ NN', 'advantage, advancement or favor'
'Xs going happen', 'rates', 'VBZ VBG VB', 'NNS', 'money paid for the use of money'
'strong economy keep', 'rates falling', 'JJ NN VB', 'NNS VBG', 'money paid for the use of money'
'better deal later', 'rates fall', 'JJR NN RB', 'NNS VBP', 'money paid for the use of money'
'paid significantly less', 'fixed rate loans', 'VBN RB JJR', 'VBN NN NNS', 'money paid for the use of money'
'lot comes think', 'rates headed hard', 'NN VBZ VBP', 'NNS VBN JJ', 'money paid for the use of money'
'25X77 % equity', 'block 21024a northern', 'AB NN NN', 'NP NP JJ', 'a share in a company or business'
'banks X base', 'rates remain 14', 'NNS POS NN', 'NNS VB AB', 'money paid for the use of money'
'british government raised', 'rates 10 times', 'JJ NN VBN', 'NNS AB NNS', 'money paid for the use of money'
'nigel lawson reiterated', 'rates remain whatever', 'NP NP VBD', 'NNS VB WDT', 'money paid for the use of money'
'prompt government raise', 'rates', 'VB NN VB', 'NNS', 'money paid for the use of money'
'possible particularly higher', 'rates raise mortgage', 'JJ RB JJR', 'NNS VB NN', 'money paid for the use of money'
'indicators respond high', 'rates', 'NNS VB JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates certain investments', 'VBN', 'NNS JJ NNS', 'money paid for the use of money'
'never received promised', 'payments', 'RB VBD VBN', 'NNS', 'money paid for the use of money'
'exchange', 'smallest loan senior', 'NN', 'JJS NN JJ', 'money paid for the use of money'
'domestic cellular telephone', 'bellsouth', 'JJ JJ NN', 'NP', 'a share in a company or business'
'venice magistrate Xs', 'understandable', 'NP NN POS', 'JJ', 'readiness to give attention'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'fairfield connX concern', 'many businesses including', 'NP NP NN', 'JJ NNS VBG', 'a share in a company or business'
'also carrying lower', 'rate ranking higher', 'RB VBG JJR', 'NN VBG JJR', 'money paid for the use of money'
'% senior debt', 'currently payable $', 'NN JJ NN', 'RB JJ NN', 'money paid for the use of money'
'pay-in-kind securities pay', 'form additional securities', 'JJ NNS VBP', 'NN JJ NNS', 'money paid for the use of money'
'federal reserve allow', 'rates fall', 'NP NP VB', 'NNS VB', 'money paid for the use of money'
'nXt tolerate rise', 'rates', 'RB VB NN', 'NNS', 'money paid for the use of money'
'come market higher', 'rates seem likely', 'VB NN JJR', 'NNS VBP JJ', 'money paid for the use of money'
'country catch overdue', 'payments bankers officials', 'NN VB JJ', 'NNS NNS NNS', 'money paid for the use of money'
'700 million behind', 'payments commercial-bank creditors', 'AB AB IN', 'NNS JJ NNS', 'money paid for the use of money'
'options reducing debt', 'according bankers attending', 'NNS VBG NN', 'VBG NNS VBG', 'money paid for the use of money'
'cut foreign-bank debt', 'payments', 'NN JJ NN', 'NNS', 'money paid for the use of money'
'incX publisher special', 'magazines', 'NP NN JJ', 'NNS', 'activity, etc. that one gives attention to'
'law firms X', 'europe generated lively', 'NN NNS POS', 'NP VBN JJ', 'readiness to give attention'
'bank Xs long-term', 'china', 'NN POS JJ', 'NP', 'advantage, advancement or favor'
'weber Xs conflict', 'never disclosed mrX', 'NP POS NN', 'RB VBN NP', 'advantage, advancement or favor'
'pact oryx sold', '107 oil gas', 'NN NP VBD', 'AB NN NN', 'a share in a company or business'
'except trading euroyen', 'rate futures contract', 'IN VBG NP', 'NN NNS NN', 'money paid for the use of money'
'several bidders expressed', 'buying delaware AND', 'JJ NNS VBD', 'VBG NP CC', 'readiness to give attention'
'bank wertheim schroder', '', 'NN NP NP', '', 'a share in a company or business'
'lower short-term domestic', 'rates higher bond', 'JJR JJ JJ', 'NNS JJR NN', 'money paid for the use of money'
'currency fluctuations higher', 'rates traders fund', 'NN NNS JJR', 'NNS NNS NN', 'money paid for the use of money'
'continued receive buying', 'following friday Xs', 'VBD VB NN', 'VBG NP POS', 'readiness to give attention'
'london declined lack', 'fresh positions ahead', 'NP VBD NN', 'JJ NNS RB', 'readiness to give attention'
'also continued lively', 'foreign investors hoping', 'RB VBD JJ', 'JJ NNS VBG', 'readiness to give attention'
'result apparent reprieve', 'rate speculation banking', 'NN JJ NN', 'NN NN NN', 'money paid for the use of money'
'paris', 'rate concerns acted', 'NP', 'NN NNS VBD', 'money paid for the use of money'
'sign higher european', 'rates near term', 'NN JJR JJ', 'NNS JJ NN', 'money paid for the use of money'
'publishing company certain', '', 'NN NN JJ', '', 'a share in a company or business'
'net payments minority', 'jumped 1X729 billion', 'NN NNS NN', 'VBD AB AB', 'a share in a company or business'
'15 % voting', 'united $ 750', 'AB NN NN', 'NP NN AB', 'a share in a company or business'
'washington', 'building capitol hill', 'NP', 'VBG NP NP', 'readiness to give attention'
'great care public', 'served sentence', 'JJ NN JJ', 'VBN NN', 'advantage, advancement or favor'
'central bank raise', 'rates', 'JJ NN VB', 'NNS', 'money paid for the use of money'
'inflation uXsX inflation-adjusted', 'rates high compared', 'NN NP JJ', 'NNS JJ VBN', 'money paid for the use of money'
'bring dollar lowering', 'rates clearly nXt', 'VB NN VBG', 'NNS RB RB', 'money paid for the use of money'
'nXt raise domestic', 'rates uXsX lowers', 'RB VB JJ', 'NNS NP VBZ', 'money paid for the use of money'
'billion 60 %', 'cit group bank', 'AB AB NN', 'NP NP NN', 'a share in a company or business'
'diversify beyond snack-food', '', 'VB IN NN', '', 'a share in a company or business'
'growing', 'among precious metals', 'VBG', 'IN JJ NNS', 'readiness to give attention'
'includes 35 %', 'bought publicly traded', 'VBZ AB NN', 'VBD RB JJ', 'a share in a company or business'
'50 % quadrum', 'financial services telecommunications', 'AB NN NP', 'JJ NNS NN', 'a share in a company or business'
'bigger swap markets', 'rates currencies', 'JJR NN NNS', 'NNS NNS', 'money paid for the use of money'
'dampen foreign buying', '', 'VB JJ NN', '', 'readiness to give attention'
'dollar seen emerging', 'two-year four-year note', 'NN VBN VBG', 'JJ JJ NN', 'readiness to give attention'
'bids show strong', 'two-year notes repeating', 'NNS VB JJ', 'JJ NNS VBG', 'readiness to give attention'
'said saw lot', 'lomas paper yesterday', 'VBD VBD NN', 'NP NN NN', 'readiness to give attention'
'central bank raise', 'rates sometime next', 'JJ NN VB', 'NNS RB JJ', 'money paid for the use of money'
'several companies expressed', 'buying unit', 'JJ NNS VBN', 'VBG NN', 'readiness to give attention'
'mrX oakes said', 'insurers showed monarch', 'NP NP VBD', 'NNS VBN NP', 'readiness to give attention'
'dames actively maintain', '- 160 come', 'NPS RB VBP', '? AB VBP', 'a share in a company or business'
'proposes beautiful love', 'drX kulani', 'VBZ JJ NN', 'NP NP', 'activity, etc. that one gives attention to'
'accommodates individual abilities', 'aspiring poet Xs', 'VBZ JJ NNS', 'JJ NN POS', 'activity, etc. that one gives attention to'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'includes outlays except', 'payments climbed 0X6', 'VBZ NNS IN', 'NNS VBD AB', 'money paid for the use of money'
'1988 unable meet', 'payments $ 1X72', 'AB JJ VB', 'NNS NN AB', 'money paid for the use of money'
'support north american', 'unilateralist tendencies british', 'NN JJ JJ', 'JJ NNS JJ', 'advantage, advancement or favor'
'boost manufacturing marketing', '', 'NN NN NN', '', 'a share in a company or business'
'like fed bring', 'rates little bit', 'VB NP VB', 'NNS JJ NN', 'money paid for the use of money'
'slump primarily high', 'rates reduced consumer', 'NN RB JJ', 'NNS JJ NN', 'money paid for the use of money'
'boston earning healthy', 'rate campeau-related bonds', 'NP VBG JJ', 'NN JJ NNS', 'money paid for the use of money'
'market rumors possible', 'jaguar', 'NN NNS JJ', 'NP', 'readiness to give attention'
'clear Xs social', 'stop shifting around', 'JJ VBZ JJ', 'VB VBG RB', 'advantage, advancement or favor'
'thought 5 %', 'rate bonds attract', 'VBD AB NN', 'NN NNS VB', 'money paid for the use of money'
'consumer Xs best', '', 'NN POS JJS', '', 'advantage, advancement or favor'
'said peru resume', 'payments $ 500', 'VBD NP VB', 'NNS NN AB', 'money paid for the use of money'
'iXeX representation local', 'congress political parties', 'FW NN JJ', 'NP JJ NNS', 'advantage, advancement or favor'
'say local', 'receive hearing congress', 'VB JJ', 'VBP NN NP', 'advantage, advancement or favor'
'unilever longer financial', 'agency far away', 'NP RB JJ', 'NN RB RB', 'a share in a company or business'
'carry either below-market', 'rate discount value', 'VB CC JJ', 'NN NN NN', 'money paid for the use of money'
'government reduce high', 'rates pay keep', 'NN VB JJ', 'NNS VB VB', 'money paid for the use of money'
'nonetheless', 'rates remain high', 'RB', 'NNS VBP JJ', 'money paid for the use of money'
'12 years without', '', 'AB NNS IN', '', 'money paid for the use of money'
'five-year agreement acquire', 'cooker participate proxy', 'JJ NN VB', 'NP VB JJ', 'a share in a company or business'
'spain fund attracted', 'japanese', 'NP NP VBN', 'NPS', 'readiness to give attention'
'activity also sparked', 'big board', 'NN RB VBN', 'NP NP', 'readiness to give attention'
'acquire 15 %', 'sybase incX closely', 'VB AB NN', 'NP NP RB', 'a share in a company or business'
'companies acquired minority', 'another closely held', 'NNS VBD NN', 'DT RB VBN', 'a share in a company or business'
'machines nXt fired', 'payments nXt go', 'NNS RB VBN', 'NNS RB VB', 'money paid for the use of money'
'fed quick cut', 'rates summer job', 'NP JJ VB', 'NNS NN NN', 'money paid for the use of money'
'reacceleration bring higher', 'rates likely offset', 'NN VB JJR', 'NNS JJ VB', 'money paid for the use of money'
'adverse shareholders X', 'new rights allow', 'JJ NNS POS', 'JJ NNS VB', 'advantage, advancement or favor'
'disputes principally compounding', 'divestiture non-banking subsidiaries', 'NNS RB NN', 'NN JJ NNS', 'money paid for the use of money'
'follow small increases', 'rates', 'VBP JJ NNS', 'NNS', 'money paid for the use of money'
'smaller video-distribution film', 'netherlands luxembourg west', 'JJR NN NN', 'NP NP NP', 'a share in a company or business'
'plus accrued unpaid', 'redemption date', 'CC JJ JJ', 'NN NN', 'money paid for the use of money'
'speculation widespread', 'rates drop next', 'NN JJ', 'NNS VB JJ', 'money paid for the use of money'
'managers expect lower', 'rates fall', 'NNS VBP JJR', 'NNS NN', 'money paid for the use of money'
'worry high uXsX', 'rates keeping dollar', 'VBP JJ NP', 'NNS VBG NN', 'money paid for the use of money'
'chairman predicting lower', 'rates next months', 'NN VBG JJR', 'NNS JJ NNS', 'money paid for the use of money'
'reason expect lower', 'rates money-supply growth', 'NN VBP JJR', 'NNS JJ NN', 'money paid for the use of money'
'higher inflation drive', 'rates', 'JJR NN VB', 'NNS', 'money paid for the use of money'
'soon traders fear', 'rates nowhere go', 'RB NNS VBP', 'NNS RB VB', 'money paid for the use of money'
'contrarians right', 'rates soon rise', 'NNS JJ', 'NNS RB VB', 'money paid for the use of money'
'fact Xre appreciative', 'shown', 'NN VBP JJ', 'VBN', 'readiness to give attention'
'sensitivity shareholder employee', '', 'NN NN NN', '', 'advantage, advancement or favor'
'also failed pay', 'due septX 1', 'RB VBD VB', 'JJ NP AB', 'money paid for the use of money'
'deal treated pooling', 'combines income statements', 'NN VBN NN', 'VBZ NN NNS', 'a share in a company or business'
'proposal acquire controlling', 'implement reorganization company', 'NN VB JJ', 'VB NN NN', 'a share in a company or business'
'nXt exhibited exceptional', 'helping shareholders says', 'RB VBD JJ', 'VBG NNS VBZ', 'readiness to give attention'
'upturn inflation lowered', 'rates', 'NN NN VBD', 'NNS', 'money paid for the use of money'
'upturn inflation lowered', 'rates', 'NN NN VBD', 'NNS', 'money paid for the use of money'
'federal reserve cut', 'rates reduce upward', 'NP NP VB', 'NNS VB JJ', 'money paid for the use of money'
'absence', 'rate changes group', 'NN', 'NN NNS NP', 'money paid for the use of money'
'lawrence resigned pursue', '', 'NP VBD VB', '', 'activity, etc. that one gives attention to'
'million shares beneficial', 'via prudential-bache', 'AB NNS JJ', 'IN NP', 'a share in a company or business'
'senior limited partnership', 'via goldman sachs', 'JJ NP NP', 'IN NP NP', 'a share in a company or business'
'15 % voting', 'united equity contribution', 'AB NN JJ', 'NP NN NN', 'a share in a company or business'
'$ 17X33 billion', 'last month federal', 'NN AB AB', 'JJ NN JJ', 'money paid for the use of money'
'value sold half', 'mitsubishi motors corpX', 'NN VBD NN', 'NP NPS NP', 'a share in a company or business'
'accumulating legal fees', 'judgment', 'VBG JJ NNS', 'NN', 'money paid for the use of money'
'sold 45 %', 'korea industrial leasing', 'VBD AB NN', 'NP NP NP', 'a share in a company or business'
'seeking buyer equity', 'acquired', 'VBG NN NN', 'VBD', 'a share in a company or business'
'investor', 'summit technology visx', 'NN', 'NP NP NP', 'readiness to give attention'
'gm raised', 'rates cut-rate auto', 'NP VBN', 'NNS JJ NN', 'money paid for the use of money'
'investor', 'mainly targeted issues', 'NN', 'RB VBN NNS', 'readiness to give attention'
'rate directions domestic', 'rates institutional investors', 'NN NNS JJ', 'NNS JJ NNS', 'money paid for the use of money'
'policy - keeping', 'rates high finance', 'NN ? VBG', 'NNS JJ VB', 'money paid for the use of money'
'areas essential national', 'concentrating making work', 'NNS JJ JJ', 'VBG VBG VB', 'advantage, advancement or favor'
'attacking long entrenched', '- something politicians', 'VBG RB VBN', '? NN NNS', 'advantage, advancement or favor'
'rise west german', 'rates said previous', 'NN JJ JJ', 'NNS VBD JJ', 'money paid for the use of money'
'slowly forcing market', 'rates summer limited', 'RB VBG NN', 'NNS NN JJ', 'money paid for the use of money'
'said west german', 'rates still well', 'VBD JJ JJ', 'NNS RB RB', 'money paid for the use of money'
'instance west purchased', 'uXkX cable company', 'NN NP VBD', 'NP NN NN', 'a share in a company or business'
'nXt interpreted lack', 'international markets explains', 'RB VBN NN', 'JJ NNS VBZ', 'readiness to give attention'
'- Xd protect', '', '? MD VB', '', 'advantage, advancement or favor'
'income payments minority', 'rose 15 %', 'NN NNS NN', 'VBD AB NN', 'a share in a company or business'
'reserve move let', 'rates fall late', 'NP NN VB', 'NNS VB JJ', 'money paid for the use of money'
'fed steadily pushed', 'rates curb economic', 'NP RB VBD', 'NNS VB JJ', 'money paid for the use of money'
'profit payments minority', 'nearly tripled first', 'NN NNS NN', 'RB VBD JJ', 'a share in a company or business'
'look ratings look', 'rate unsound advice', 'VB NNS NN', 'NN JJ NN', 'money paid for the use of money'
'', 'rates fluctuate time', '', 'NNS VB NN', 'money paid for the use of money'
'continued pay principal', 'never went default', 'VBD VB NN', 'RB VBD NN', 'money paid for the use of money'
'elected director concern', 'engineering financial services', 'VBN NN NN', 'NN JJ NNS', 'a share in a company or business'
'source said -', 'done', 'NN VBD ?', 'VBN', 'advantage, advancement or favor'
'intek holding company', 'coating products static', 'NP VBG NN', 'NN NNS JJ', 'a share in a company or business'
'campaign continued generate', '', 'NN VBN VB', '', 'readiness to give attention'
'traders said retail', 'bonds dried price', 'NNS VBD JJ', 'NNS VBN NN', 'readiness to give attention'
'Xve determined best', 'shareholders employees resign', 'VBP VBN JJS', 'NNS NNS VBP', 'advantage, advancement or favor'
'bond position rising', 'rates 1987 hope', 'NN NN VBG', 'NNS AB NN', 'money paid for the use of money'
'general signal', 'process control electrical', 'NP NP', 'NN NN JJ', 'a share in a company or business'
'corpX multinational giant', 'including communications information', 'NP JJ NN', 'VBG NNS NN', 'a share in a company or business'
'practices note settlement', 'mrX van kamp', 'NNS VB NN', 'NP NP NP', 'readiness to give attention'
'events endanger supreme', 'may withdraw proposed', 'NNS VBP NN', 'MD VB VBN', 'advantage, advancement or favor'
'short', 'month ended septX', 'JJ', 'NN VBD NP', 'a share in a company or business'
'big board short', 'slipped 547,347,585 shares', 'NP NP JJ', 'VBD AB NNS', 'a share in a company or business'
'amex short', 'reached 51,887,168 shares', 'NP JJ', 'VBD AB NNS', 'a share in a company or business'
'short', 'number shares nXt', 'JJ', 'NN NNS RB', 'a share in a company or business'
'consider increase short', 'bullish borrowed shares', 'VBP NN JJ', 'JJ VBN NNS', 'a share in a company or business'
'fluctuation short', 'certain stocks also', 'NN JJ', 'JJ NNS RB', 'a share in a company or business'
'big board short', 'ratio rose 3X38', 'NP NP JJ', 'NN VBD AB', 'a share in a company or business'
'convert total short', 'position', 'VB JJ JJ', 'NN', 'a share in a company or business'
'board drop short', 'volume panhandle eastern', 'NP NN JJ', 'NN NP NP', 'a share in a company or business'
'amex issues short', 'position least 100,000', 'NP NNS JJ', 'NN JJS AB', 'a share in a company or business'
'communicate take special', '', 'VB VB JJ', '', 'readiness to give attention'
'income payments minority', 'rose 15 %', 'NN NNS NN', 'VBD AB NN', 'a share in a company or business'
'months high uXkX', 'rates rising imports', 'NNS JJ NP', 'NNS VBG NNS', 'money paid for the use of money'
'1X77 billion earnings', 'taxes depreciation $', 'AB AB NNS', 'NNS NN NN', 'money paid for the use of money'
'net', 'expenses $ 238', 'JJ', 'NNS NN AB', 'money paid for the use of money'
'below-market 6X25 %', 'rate', 'JJ AB NN', 'NN', 'money paid for the use of money'
'well unemployment outrank', 'rates economic concerns', 'RB NN VBP', 'NNS JJ NNS', 'money paid for the use of money'
'voters X wide', 'nXt reflected calls', 'NNS POS JJ', 'RB VBN VBZ', 'activity, etc. that one gives attention to'
'equity reserves minority', 'preferred stock long-term', 'NN NNS NN', 'VBN NN JJ', 'a share in a company or business'
'company Xs long-term', 'remain independent', 'NN POS JJ', 'VB JJ', 'advantage, advancement or favor'
'ford motor Xs', 'jaguar continued stir', 'NP NP POS', 'NP VBD VB', 'readiness to give attention'
'jaguar continued stir', 'foreign car maker', 'NP VBD VB', 'JJ NN NN', 'readiness to give attention'
'federal reserve lower', 'rates - move', 'NP NP JJR', 'NNS ? NN', 'money paid for the use of money'
'*interest-rate cut boosting', 'rates time', 'NN NN VBG', 'NNS NN', 'money paid for the use of money'
'uncertainties currencies domestic', 'rates remained strong', 'NNS NNS JJ', 'NNS VBD JJ', 'money paid for the use of money'
'movement west germany', 'rates feared thursday', 'NN NP NP', 'NNS VBN NP', 'money paid for the use of money'
'ford motor announced', 'earlier week closed', 'NP NP VBD', 'RBR NN VBD', 'readiness to give attention'
'received 15 %', '- valued $', 'VBD AB NN', '? VBN NN', 'a share in a company or business'
'firm painewebber Xs', 'business hud', 'NN NP POS', 'NN NP', 'readiness to give attention'
'concerned possible conflict', 'painewebber representing seller', 'VBN JJ NN', 'NP VBG NN', 'advantage, advancement or favor'
'opinion asserting conflict', 'arise', 'NN VBG NN', 'VB', 'advantage, advancement or favor'
'permitting ginnie mae', 'preserving low-income housing', 'VBG NP NP', 'VBG JJ NN', 'advantage, advancement or favor'
'federal pay', 'money borrowed connection', 'NP VB', 'NN VBN NN', 'money paid for the use of money'
'decision leave german', 'rates unchanged news', 'NN VB JJ', 'NNS JJ NN', 'money paid for the use of money'
'bundesbank raise german', 'rates g-7 gathering', 'NP VB JJ', 'NNS NP NN', 'money paid for the use of money'
'domestic cellular telephone', 'bellsouth move aimed', 'JJ JJ NN', 'NP NN VBN', 'a share in a company or business'
'bundesbank left important', 'rates unchanged', 'NP VBD JJ', 'NNS JJ', 'money paid for the use of money'
'bank eventually push', 'rates higher', 'NN RB VB', 'NNS JJR', 'money paid for the use of money'
'parties said based', 'indicated parties company', 'NNS VBD VBN', 'VBN NNS NN', 'readiness to give attention'
'million week comes', 'credited funds individual', 'AB NN VBZ', 'VBN NNS JJ', 'money paid for the use of money'
'effective today pursue', '', 'JJ NN VB', '', 'activity, etc. that one gives attention to'
'westinghouse', 'electrical products defense', 'NP', 'JJ NNS NN', 'a share in a company or business'
'feel Xs best', 'aANDm Xs future', 'VBP VBZ JJS', 'NP POS NN', 'advantage, advancement or favor'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'kravis roberts missed', 'payments bonds gX', 'NP NP VBN', 'NNS NNS NP', 'money paid for the use of money'
'fees larger', 'rates 1 12', 'NNS JJR', 'NNS AB AB', 'money paid for the use of money'
'loans disastrous wrong-way', 'rates believed taking', 'NNS JJ JJ', 'NNS VBD VBG', 'money paid for the use of money'
'reduce debt cut', 'expense slash fares', 'VB NN VB', 'NN VB NNS', 'money paid for the use of money'
'big board short', 'fell 1X3 %', 'NP NP JJ', 'VBD AB NN', 'a share in a company or business'
'hanson', 'chemicals restaurants foods', 'NP', 'NNS NNS NNS', 'a share in a company or business'
'purchased 32 %', '', 'VBD AB NN', '', 'a share in a company or business'
'officer wednesday pursue', '', 'NN NP VB', '', 'activity, etc. that one gives attention to'
'common', 'common ownership supersede', 'JJ', 'JJ NN VB', 'advantage, advancement or favor'
'going lend money', 'rates', 'VBG VB NN', 'NNS', 'money paid for the use of money'
'ii purchased one-third', 'new japan radio', 'NP VBN JJ', 'NP NP NP', 'a share in a company or business'
'marriott also', 'restaurants contract-food services', 'NP RB', 'NNS NN NNS', 'a share in a company or business'
'industrial conglomerate whose', 'steel electronics chemicals', 'JJ NN WP', 'NN NN NNS', 'a share in a company or business'
'expected generate wide', 'much publicity recent', 'VBN VB JJ', 'JJ NN JJ', 'readiness to give attention'
'sufficient data support', 'opportunity', 'JJ NN VB', 'NN', 'readiness to give attention'
'struck consumers X', 'getting old drugs', 'VBN NNS POS', 'VBG JJ NNS', 'advantage, advancement or favor'
'old drugs cheaply', 'seeing new drugs', 'JJ NNS RB', 'VBG JJ NNS', 'advantage, advancement or favor'
'wages production costs', 'rates threaten growth', 'NNS NN NNS', 'NNS VBP NN', 'money paid for the use of money'
